"ccode","year","revstate","fatality","hostlev"
"sal",1963,0,0,0
"sal",1964,0,0,0
"sal",1965,0,0,0
"sal",1966,0,0,0
"sal",1967,0,0,0
"sal",1968,0,0,0
"sal",1969,0,5,5
"sal",1970,0,0,1
"sal",1971,0,0,0
"sal",1972,0,0,0
"sal",1973,0,0,0
"sal",1974,0,0,0
"sal",1975,0,0,0
"sal",1976,1,0,4
"sal",1977,0,0,0
"sal",1978,0,0,0
"sal",1979,0,0,0
"sal",1980,0,0,0
"sal",1981,0,0,0
"sal",1982,0,0,0
"sal",1983,0,0,0
"sal",1984,0,0,0
"sal",1985,0,0,1
"sal",1986,0,0,0
"sal",1987,0,0,0
"sal",1988,0,0,0
"sal",1989,0,1,4
"sal",1990,0,0,0
"sal",1991,0,0,0
"sal",1992,0,0,0
"sal",1993,0,0,1
"sal",1994,0,0,0
"sal",1995,0,0,0
"sal",1996,0,0,0
"sal",1997,0,0,0
"sal",1998,0,0,0
"sal",1999,0,0,0
"sal",2000,0,0,0
"sal",2001,0,0,0
"sal",2002,0,0,0
"sal",2003,0,0,0
"sal",2004,0,0,0
"sal",2005,0,0,0
"sal",2006,0,0,0
"sal",2007,0,0,0
"sal",2008,0,0,0
"sal",2009,0,0,0
"sal",2010,0,0,0
"sal",2011,0,0,0
"sal",2012,0,0,0
"sal",2013,0,0,0
"sal",2014,0,0,0
"sau",1816,0,0,0
"sau",1817,0,0,0
"sau",1818,0,0,0
"sau",1819,0,0,0
"sau",1820,0,0,0
"sau",1821,0,0,0
"sau",1822,0,0,0
"sau",1823,0,0,0
"sau",1824,0,0,0
"sau",1825,0,0,0
"sau",1826,0,0,0
"sau",1827,0,0,0
"sau",1828,0,0,0
"sau",1829,0,0,0
"sau",1830,0,0,0
"sau",1831,0,0,0
"sau",1832,0,0,0
"sau",1833,0,0,0
"sau",1834,0,0,0
"sau",1835,0,0,0
"sau",1836,0,0,0
"sau",1837,0,0,0
"sau",1838,0,0,0
"sau",1839,0,0,0
"sau",1840,0,0,0
"sau",1841,0,0,0
"sau",1842,0,0,0
"sau",1843,0,0,0
"sau",1844,0,0,0
"sau",1845,0,0,0
"sau",1846,0,0,0
"sau",1847,0,0,0
"sau",1848,0,0,0
"sau",1849,0,0,0
"sau",1850,0,0,0
"sau",1851,0,0,0
"sau",1852,0,0,0
"sau",1853,0,0,0
"sau",1854,0,0,0
"sau",1855,0,0,0
"sau",1856,0,0,0
"sau",1857,0,0,0
"sau",1858,0,0,0
"sau",1859,0,0,0
"sau",1860,0,0,0
"sau",1861,0,0,0
"sau",1862,0,0,0
"sau",1863,0,0,0
"sau",1864,0,0,0
"sau",1865,0,0,0
"sau",1866,0,0,0
"sau",1867,0,0,0
"sau",1868,0,0,0
"sau",1869,0,0,0
"sau",1870,0,0,0
"sau",1871,0,0,0
"sau",1872,0,0,0
"sau",1873,0,0,0
"sau",1874,0,0,0
"sau",1875,0,0,0
"sau",1876,0,0,0
"sau",1877,0,0,0
"sau",1878,0,0,0
"sau",1879,0,0,0
"sau",1880,0,0,0
"sau",1881,0,0,0
"sau",1882,0,0,0
"sau",1883,0,0,0
"sau",1884,0,0,0
"sau",1885,0,0,0
"sau",1886,0,0,0
"sau",1887,0,0,0
"sau",1888,0,0,0
"sau",1889,0,0,0
"sau",1890,0,0,0
"sau",1891,0,0,0
"sau",1892,0,0,0
"sau",1893,0,0,0
"sau",1894,0,0,0
"sau",1895,0,0,0
"sau",1896,0,0,0
"sau",1897,0,0,0
"sau",1898,0,0,0
"sau",1899,0,0,0
"sau",1900,0,0,0
"sau",1901,0,0,0
"sau",1902,0,0,0
"sau",1903,0,0,0
"sau",1904,0,0,0
"sau",1905,0,0,0
"sau",1906,0,0,0
"sau",1907,0,0,0
"sau",1908,0,0,0
"sau",1909,0,0,0
"sau",1910,0,0,0
"sau",1911,0,0,0
"sau",1912,0,0,0
"sau",1913,0,0,0
"sau",1914,0,0,0
"sau",1915,0,0,0
"sau",1916,0,0,0
"sau",1917,0,0,0
"sau",1918,0,0,0
"sau",1919,0,0,0
"sau",1920,0,0,0
"sau",1921,0,0,0
"sau",1922,0,0,0
"sau",1923,0,0,0
"sau",1924,0,0,0
"sau",1925,0,0,0
"sau",1926,0,0,0
"sau",1927,0,0,0
"sau",1928,0,0,0
"sau",1929,0,0,0
"sau",1930,0,0,0
"sau",1931,0,0,0
"sau",1932,0,0,0
"sau",1933,1,6,5
"sau",1934,1,6,5
"sau",1935,0,0,0
"sau",1936,0,0,0
"sau",1937,0,0,0
"sau",1938,0,0,0
"sau",1939,0,0,0
"sau",1940,0,0,0
"sau",1941,0,0,0
"sau",1942,0,0,0
"sau",1943,0,0,4
"sau",1944,0,0,0
"sau",1945,0,0,0
"sau",1946,0,0,0
"sau",1947,0,0,0
"sau",1948,0,0,0
"sau",1949,0,0,0
"sau",1950,0,0,0
"sau",1951,0,0,0
"sau",1952,0,0,0
"sau",1953,0,0,0
"sau",1954,0,0,0
"sau",1955,0,0,1
"sau",1956,0,0,1
"sau",1957,0,0,0
"sau",1958,0,0,0
"sau",1959,0,0,0
"sau",1960,0,0,0
"sau",1961,0,0,3
"sau",1962,0,0,3
"sau",1963,0,0,0
"sau",1964,1,0,2
"sau",1965,0,0,0
"sau",1966,0,0,0
"sau",1967,1,0,3
"sau",1968,0,0,0
"sau",1969,0,1,4
"sau",1970,0,0,0
"sau",1971,0,0,0
"sau",1972,0,0,0
"sau",1973,0,1,4
"sau",1974,0,0,0
"sau",1975,0,0,0
"sau",1976,0,0,3
"sau",1977,0,0,0
"sau",1978,0,0,0
"sau",1979,0,0,0
"sau",1980,0,0,4
"sau",1981,0,0,3
"sau",1982,0,0,0
"sau",1983,0,0,0
"sau",1984,0,0,3
"sau",1985,0,0,1.5
"sau",1986,0,0,1.33333333333333
"sau",1987,0,0,3
"sau",1988,0,0,3
"sau",1989,0,0,0
"sau",1990,0,2,5
"sau",1991,0,2,5
"sau",1992,1,0,4
"sau",1993,0,0,1
"sau",1994,1,1,4
"sau",1995,0.5,0.5,2.5
"sau",1996,0,0,0
"sau",1997,0,0,0
"sau",1998,0,0,0
"sau",1999,0,0,0
"sau",2000,0,1,4
"sau",2001,0,1,4
"sau",2002,0,0,3
"sau",2003,1,0,3
"sau",2004,0,0,0
"sau",2005,0,0,4
"sau",2006,0,0,4
"sau",2007,0,0,0
"sau",2008,0,0,0
"sau",2009,0,0,0
"sau",2010,0,0,0
"sau",2011,0,0,0
"sau",2012,0,0,1
"sau",2013,0,0,3
"sau",2014,0,0,0
"sax",1816,0,0,0
"sax",1817,0,0,0
"sax",1818,0,0,0
"sax",1819,0,0,0
"sax",1820,0,0,0
"sax",1821,0,0,0
"sax",1822,0,0,0
"sax",1823,0,0,0
"sax",1824,0,0,0
"sax",1825,0,0,0
"sax",1826,0,0,0
"sax",1827,0,0,0
"sax",1828,0,0,0
"sax",1829,0,0,0
"sax",1830,0,0,0
"sax",1831,0,0,0
"sax",1832,0,0,0
"sax",1833,0,0,0
"sax",1834,0,0,0
"sax",1835,0,0,0
"sax",1836,0,0,0
"sax",1837,0,0,0
"sax",1838,0,0,0
"sax",1839,0,0,0
"sax",1840,0,0,0
"sax",1841,0,0,0
"sax",1842,0,0,0
"sax",1843,0,0,0
"sax",1844,0,0,0
"sax",1845,0,0,0
"sax",1846,0,0,0
"sax",1847,0,0,0
"sax",1848,0,0,0
"sax",1849,0,0,3
"sax",1850,0,0,0
"sax",1851,0,0,0
"sax",1852,0,0,0
"sax",1853,0,0,0
"sax",1854,0,0,0
"sax",1855,0,0,0
"sax",1856,0,0,0
"sax",1857,0,0,0
"sax",1858,0,0,0
"sax",1859,0,0,0
"sax",1860,0,0,0
"sax",1861,0,0,0
"sax",1862,0,0,0
"sax",1863,0,0,4
"sax",1864,0,0,2
"sax",1865,0,0,0
"sax",1866,0,5,5
"sax",1867,0,0,0
"sax",1868,0,0,0
"sax",1869,0,0,0
"sax",1870,0,0,0
"sax",1871,0,0,0
"sax",1872,0,0,0
"sax",1873,0,0,0
"sax",1874,0,0,0
"sax",1875,0,0,0
"sax",1876,0,0,0
"sax",1877,0,0,0
"sax",1878,0,0,0
"sax",1879,0,0,0
"sax",1880,0,0,0
"sax",1881,0,0,0
"sax",1882,0,0,0
"sax",1883,0,0,0
"sax",1884,0,0,0
"sax",1885,0,0,0
"sax",1886,0,0,0
"sax",1887,0,0,0
"sax",1888,0,0,0
"sax",1889,0,0,0
"sax",1890,0,0,0
"sax",1891,0,0,0
"sax",1892,0,0,0
"sax",1893,0,0,0
"sax",1894,0,0,0
"sax",1895,0,0,0
"sax",1896,0,0,0
"sax",1897,0,0,0
"sax",1898,0,0,0
"sax",1899,0,0,0
"sax",1900,0,0,0
"sax",1901,0,0,0
"sax",1902,0,0,0
"sax",1903,0,0,0
"sax",1904,0,0,0
"sax",1905,0,0,0
"sax",1906,0,0,0
"sax",1907,0,0,0
"sax",1908,0,0,0
"sax",1909,0,0,0
"sax",1910,0,0,0
"sax",1911,0,0,0
"sax",1912,0,0,0
"sax",1913,0,0,0
"sax",1914,0,0,0
"sax",1915,0,0,0
"sax",1916,0,0,0
"sax",1917,0,0,0
"sax",1918,0,0,0
"sax",1919,0,0,0
"sax",1920,0,0,0
"sax",1921,0,0,0
"sax",1922,0,0,0
"sax",1923,0,0,0
"sax",1924,0,0,0
"sax",1925,0,0,0
"sax",1926,0,0,0
"sax",1927,0,0,0
"sax",1928,0,0,0
"sax",1929,0,0,0
"sax",1930,0,0,0
"sax",1931,0,0,0
"sax",1932,0,0,0
"sax",1933,0,0,0
"sax",1934,0,0,0
"sax",1935,0,0,0
"sax",1936,0,0,0
"sax",1937,0,0,0
"sax",1938,0,0,0
"sax",1939,0,0,0
"sax",1940,0,0,0
"sax",1941,0,0,0
"sax",1942,0,0,0
"sax",1943,0,0,0
"sax",1944,0,0,0
"sax",1945,0,0,0
"sax",1946,0,0,0
"sax",1947,0,0,0
"sax",1948,0,0,0
"sax",1949,0,0,0
"sax",1950,0,0,0
"sax",1951,0,0,0
"sax",1952,0,0,0
"sax",1953,0,0,0
"sax",1954,0,0,0
"sax",1955,0,0,0
"sax",1956,0,0,0
"sax",1957,0,0,0
"sax",1958,0,0,0
"sax",1959,0,0,0
"sax",1960,0,0,0
"sax",1961,0,0,0
"sax",1962,0,0,0
"sax",1963,0,0,0
"sax",1964,0,0,0
"sax",1965,0,0,0
"sax",1966,0,0,0
"sax",1967,0,0,0
"sax",1968,0,0,0
"sax",1969,0,0,0
"sax",1970,0,0,0
"sax",1971,0,0,0
"sax",1972,0,0,0
"sax",1973,0,0,0
"sax",1974,0,0,0
"sax",1975,0,0,0
"sax",1976,0,0,0
"sax",1977,0,0,0
"sax",1978,0,0,0
"sax",1979,0,0,0
"sax",1980,0,0,0
"sax",1981,0,0,0
"sax",1982,0,0,0
"sax",1983,0,0,0
"sax",1984,0,0,0
"sax",1985,0,0,0
"sax",1986,0,0,0
"sax",1987,0,0,0
"sax",1988,0,0,0
"sax",1989,0,0,0
"sax",1990,0,0,0
"sax",1991,0,0,0
"sax",1992,0,0,0
"sax",1993,0,0,0
"sax",1994,0,0,0
"sax",1995,0,0,0
"sax",1996,0,0,0
"sax",1997,0,0,0
"sax",1998,0,0,0
"sax",1999,0,0,0
"sax",2000,0,0,0
"sax",2001,0,0,0
"sax",2002,0,0,0
"sax",2003,0,0,0
"sax",2004,0,0,0
"sax",2005,0,0,0
"sax",2006,0,0,0
"sax",2007,0,0,0
"sax",2008,0,0,0
"sax",2009,0,0,0
"sax",2010,0,0,0
"sax",2011,0,0,0
"sax",2012,0,0,0
"sax",2013,0,0,0
"sax",2014,0,0,0
"sen",1816,0,0,0
"sen",1817,0,0,0
"sen",1818,0,0,0
"sen",1819,0,0,0
"sen",1820,0,0,0
"sen",1821,0,0,0
"sen",1822,0,0,0
"sen",1823,0,0,0
"sen",1824,0,0,0
"sen",1825,0,0,0
"sen",1826,0,0,0
"sen",1827,0,0,0
"sen",1828,0,0,0
"sen",1829,0,0,0
"sen",1830,0,0,0
"sen",1831,0,0,0
"sen",1832,0,0,0
"sen",1833,0,0,0
"sen",1834,0,0,0
"sen",1835,0,0,0
"sen",1836,0,0,0
"sen",1837,0,0,0
"sen",1838,0,0,0
"sen",1839,0,0,0
"sen",1840,0,0,0
"sen",1841,0,0,0
"sen",1842,0,0,0
"sen",1843,0,0,0
"sen",1844,0,0,0
"sen",1845,0,0,0
"sen",1846,0,0,0
"sen",1847,0,0,0
"sen",1848,0,0,0
"sen",1849,0,0,0
"sen",1850,0,0,0
"sen",1851,0,0,0
"sen",1852,0,0,0
"sen",1853,0,0,0
"sen",1854,0,0,0
"sen",1855,0,0,0
"sen",1856,0,0,0
"sen",1857,0,0,0
"sen",1858,0,0,0
"sen",1859,0,0,0
"sen",1860,0,0,0
"sen",1861,0,0,0
"sen",1862,0,0,0
"sen",1863,0,0,0
"sen",1864,0,0,0
"sen",1865,0,0,0
"sen",1866,0,0,0
"sen",1867,0,0,0
"sen",1868,0,0,0
"sen",1869,0,0,0
"sen",1870,0,0,0
"sen",1871,0,0,0
"sen",1872,0,0,0
"sen",1873,0,0,0
"sen",1874,0,0,0
"sen",1875,0,0,0
"sen",1876,0,0,0
"sen",1877,0,0,0
"sen",1878,0,0,0
"sen",1879,0,0,0
"sen",1880,0,0,0
"sen",1881,0,0,0
"sen",1882,0,0,0
"sen",1883,0,0,0
"sen",1884,0,0,0
"sen",1885,0,0,0
"sen",1886,0,0,0
"sen",1887,0,0,0
"sen",1888,0,0,0
"sen",1889,0,0,0
"sen",1890,0,0,0
"sen",1891,0,0,0
"sen",1892,0,0,0
"sen",1893,0,0,0
"sen",1894,0,0,0
"sen",1895,0,0,0
"sen",1896,0,0,0
"sen",1897,0,0,0
"sen",1898,0,0,0
"sen",1899,0,0,0
"sen",1900,0,0,0
"sen",1901,0,0,0
"sen",1902,0,0,0
"sen",1903,0,0,0
"sen",1904,0,0,0
"sen",1905,0,0,0
"sen",1906,0,0,0
"sen",1907,0,0,0
"sen",1908,0,0,0
"sen",1909,0,0,0
"sen",1910,0,0,0
"sen",1911,0,0,0
"sen",1912,0,0,0
"sen",1913,0,0,0
"sen",1914,0,0,0
"sen",1915,0,0,0
"sen",1916,0,0,0
"sen",1917,0,0,0
"sen",1918,0,0,0
"sen",1919,0,0,0
"sen",1920,0,0,0
"sen",1921,0,0,0
"sen",1922,0,0,0
"sen",1923,0,0,0
"sen",1924,0,0,0
"sen",1925,0,0,0
"sen",1926,0,0,0
"sen",1927,0,0,0
"sen",1928,0,0,0
"sen",1929,0,0,0
"sen",1930,0,0,0
"sen",1931,0,0,0
"sen",1932,0,0,0
"sen",1933,0,0,0
"sen",1934,0,0,0
"sen",1935,0,0,0
"sen",1936,0,0,0
"sen",1937,0,0,0
"sen",1938,0,0,0
"sen",1939,0,0,0
"sen",1940,0,0,0
"sen",1941,0,0,0
"sen",1942,0,0,0
"sen",1943,0,0,0
"sen",1944,0,0,0
"sen",1945,0,0,0
"sen",1946,0,0,0
"sen",1947,0,0,0
"sen",1948,0,0,0
"sen",1949,0,0,0
"sen",1950,0,0,0
"sen",1951,0,0,0
"sen",1952,0,0,0
"sen",1953,0,0,0
"sen",1954,0,0,0
"sen",1955,0,0,0
"sen",1956,0,0,0
"sen",1957,0,0,0
"sen",1958,0,0,0
"sen",1959,0,0,0
"sen",1960,0,0,0
"sen",1961,0,0,1
"sen",1962,0,0,0
"sen",1963,0,0,0
"sen",1964,0,0,0
"sen",1965,0,0,0
"sen",1966,0,0,0
"sen",1967,0,0,0
"sen",1968,0,0,0
"sen",1969,0,0,3
"sen",1970,0,0,3
"sen",1971,0.5,0,3.5
"sen",1972,0,1,4
"sen",1973,0,0,0
"sen",1974,1,0,4
"sen",1975,0,0,0
"sen",1976,0,0,0
"sen",1977,0,0,0
"sen",1978,0,0,0
"sen",1979,0,0,0
"sen",1980,0,0,0
"sen",1981,0,0,0
"sen",1982,0,0,0
"sen",1983,0,0,0
"sen",1984,0,0,0
"sen",1985,0,0,0
"sen",1986,0,0,0
"sen",1987,0,0,0
"sen",1988,0,0,0
"sen",1989,1,0.5,3.5
"sen",1990,0.666666666666667,0.666666666666667,3.66666666666667
"sen",1991,0,0,3
"sen",1992,1,0,4
"sen",1993,0,0,0
"sen",1994,0,0,0
"sen",1995,0,0,0
"sen",1996,0,0,0
"sen",1997,0,0,0
"sen",1998,0,0,0
"sen",1999,0,0,0
"sen",2000,0,0,0
"sen",2001,0,0,0
"sen",2002,0,0,3
"sen",2003,0,0,0
"sen",2004,0,0,0
"sen",2005,0,0,0
"sen",2006,0,0,0
"sen",2007,0,0,0
"sen",2008,0,0,0
"sen",2009,0,0,0
"sen",2010,0,0,0
"sen",2011,0,0,0
"sen",2012,0,0,0
"sen",2013,0,0,0
"sen",2014,1,0,4
"sic",1816,0,0,0
"sic",1817,0,0,0
"sic",1818,0,0,0
"sic",1819,0,0,0
"sic",1820,0,0,0
"sic",1821,0,2,4
"sic",1822,0,0,0
"sic",1823,0,0,0
"sic",1824,0,0,0
"sic",1825,0,0,0
"sic",1826,0,0,0
"sic",1827,0,0,0
"sic",1828,0,0,0
"sic",1829,0,0,0
"sic",1830,0,0,0
"sic",1831,0,0,0
"sic",1832,0,0,0
"sic",1833,0,0,0
"sic",1834,0,0,0
"sic",1835,0,0,0
"sic",1836,0,0,0
"sic",1837,0,0,0
"sic",1838,0,0,0
"sic",1839,0,0,0
"sic",1840,0,0,0
"sic",1841,0,0,0
"sic",1842,0,0,0
"sic",1843,0,0,0
"sic",1844,0,0,0
"sic",1845,0,0,0
"sic",1846,0,0,0
"sic",1847,0,0,0
"sic",1848,0.5,0,2
"sic",1849,1,2,5
"sic",1850,0,0,0
"sic",1851,0,0,0
"sic",1852,0,0,0
"sic",1853,0,0,0
"sic",1854,0,0,0
"sic",1855,0,0,0
"sic",1856,0,0,0
"sic",1857,0,0,0
"sic",1858,0,0,0
"sic",1859,0,0,0
"sic",1860,0,4,5
"sic",1861,0,4,5
"sic",1862,0,0,0
"sic",1863,0,0,0
"sic",1864,0,0,0
"sic",1865,0,0,0
"sic",1866,0,0,0
"sic",1867,0,0,0
"sic",1868,0,0,0
"sic",1869,0,0,0
"sic",1870,0,0,0
"sic",1871,0,0,0
"sic",1872,0,0,0
"sic",1873,0,0,0
"sic",1874,0,0,0
"sic",1875,0,0,0
"sic",1876,0,0,0
"sic",1877,0,0,0
"sic",1878,0,0,0
"sic",1879,0,0,0
"sic",1880,0,0,0
"sic",1881,0,0,0
"sic",1882,0,0,0
"sic",1883,0,0,0
"sic",1884,0,0,0
"sic",1885,0,0,0
"sic",1886,0,0,0
"sic",1887,0,0,0
"sic",1888,0,0,0
"sic",1889,0,0,0
"sic",1890,0,0,0
"sic",1891,0,0,0
"sic",1892,0,0,0
"sic",1893,0,0,0
"sic",1894,0,0,0
"sic",1895,0,0,0
"sic",1896,0,0,0
"sic",1897,0,0,0
"sic",1898,0,0,0
"sic",1899,0,0,0
"sic",1900,0,0,0
"sic",1901,0,0,0
"sic",1902,0,0,0
"sic",1903,0,0,0
"sic",1904,0,0,0
"sic",1905,0,0,0
"sic",1906,0,0,0
"sic",1907,0,0,0
"sic",1908,0,0,0
"sic",1909,0,0,0
"sic",1910,0,0,0
"sic",1911,0,0,0
"sic",1912,0,0,0
"sic",1913,0,0,0
"sic",1914,0,0,0
"sic",1915,0,0,0
"sic",1916,0,0,0
"sic",1917,0,0,0
"sic",1918,0,0,0
"sic",1919,0,0,0
"sic",1920,0,0,0
"sic",1921,0,0,0
"sic",1922,0,0,0
"sic",1923,0,0,0
"sic",1924,0,0,0
"sic",1925,0,0,0
"sic",1926,0,0,0
"sic",1927,0,0,0
"sic",1928,0,0,0
"sic",1929,0,0,0
"sic",1930,0,0,0
"sic",1931,0,0,0
"sic",1932,0,0,0
"sic",1933,0,0,0
"sic",1934,0,0,0
"sic",1935,0,0,0
"sic",1936,0,0,0
"sic",1937,0,0,0
"sic",1938,0,0,0
"sic",1939,0,0,0
"sic",1940,0,0,0
"sic",1941,0,0,0
"sic",1942,0,0,0
"sic",1943,0,0,0
"sic",1944,0,0,0
"sic",1945,0,0,0
"sic",1946,0,0,0
"sic",1947,0,0,0
"sic",1948,0,0,0
"sic",1949,0,0,0
"sic",1950,0,0,0
"sic",1951,0,0,0
"sic",1952,0,0,0
"sic",1953,0,0,0
"sic",1954,0,0,0
"sic",1955,0,0,0
"sic",1956,0,0,0
"sic",1957,0,0,0
"sic",1958,0,0,0
"sic",1959,0,0,0
"sic",1960,0,0,0
"sic",1961,0,0,0
"sic",1962,0,0,0
"sic",1963,0,0,0
"sic",1964,0,0,0
"sic",1965,0,0,0
"sic",1966,0,0,0
"sic",1967,0,0,0
"sic",1968,0,0,0
"sic",1969,0,0,0
"sic",1970,0,0,0
"sic",1971,0,0,0
"sic",1972,0,0,0
"sic",1973,0,0,0
"sic",1974,0,0,0
"sic",1975,0,0,0
"sic",1976,0,0,0
"sic",1977,0,0,0
"sic",1978,0,0,0
"sic",1979,0,0,0
"sic",1980,0,0,0
"sic",1981,0,0,0
"sic",1982,0,0,0
"sic",1983,0,0,0
"sic",1984,0,0,0
"sic",1985,0,0,0
"sic",1986,0,0,0
"sic",1987,0,0,0
"sic",1988,0,0,0
"sic",1989,0,0,0
"sic",1990,0,0,0
"sic",1991,0,0,0
"sic",1992,0,0,0
"sic",1993,0,0,0
"sic",1994,0,0,0
"sic",1995,0,0,0
"sic",1996,0,0,0
"sic",1997,0,0,0
"sic",1998,0,0,0
"sic",1999,0,0,0
"sic",2000,0,0,0
"sic",2001,0,0,0
"sic",2002,0,0,0
"sic",2003,0,0,0
"sic",2004,0,0,0
"sic",2005,0,0,0
"sic",2006,0,0,0
"sic",2007,0,0,0
"sic",2008,0,0,0
"sic",2009,0,0,0
"sic",2010,0,0,0
"sic",2011,0,0,0
"sic",2012,0,0,0
"sic",2013,0,0,0
"sic",2014,0,0,0
"sie",1816,0,0,0
"sie",1817,0,0,0
"sie",1818,0,0,0
"sie",1819,0,0,0
"sie",1820,0,0,0
"sie",1821,0,0,0
"sie",1822,0,0,0
"sie",1823,0,0,0
"sie",1824,0,0,0
"sie",1825,0,0,0
"sie",1826,0,0,0
"sie",1827,0,0,0
"sie",1828,0,0,0
"sie",1829,0,0,0
"sie",1830,0,0,0
"sie",1831,0,0,0
"sie",1832,0,0,0
"sie",1833,0,0,0
"sie",1834,0,0,0
"sie",1835,0,0,0
"sie",1836,0,0,0
"sie",1837,0,0,0
"sie",1838,0,0,0
"sie",1839,0,0,0
"sie",1840,0,0,0
"sie",1841,0,0,0
"sie",1842,0,0,0
"sie",1843,0,0,0
"sie",1844,0,0,0
"sie",1845,0,0,0
"sie",1846,0,0,0
"sie",1847,0,0,0
"sie",1848,0,0,0
"sie",1849,0,0,0
"sie",1850,0,0,0
"sie",1851,0,0,0
"sie",1852,0,0,0
"sie",1853,0,0,0
"sie",1854,0,0,0
"sie",1855,0,0,0
"sie",1856,0,0,0
"sie",1857,0,0,0
"sie",1858,0,0,0
"sie",1859,0,0,0
"sie",1860,0,0,0
"sie",1861,0,0,0
"sie",1862,0,0,0
"sie",1863,0,0,0
"sie",1864,0,0,0
"sie",1865,0,0,0
"sie",1866,0,0,0
"sie",1867,0,0,0
"sie",1868,0,0,0
"sie",1869,0,0,0
"sie",1870,0,0,0
"sie",1871,0,0,0
"sie",1872,0,0,0
"sie",1873,0,0,0
"sie",1874,0,0,0
"sie",1875,0,0,0
"sie",1876,0,0,0
"sie",1877,0,0,0
"sie",1878,0,0,0
"sie",1879,0,0,0
"sie",1880,0,0,0
"sie",1881,0,0,0
"sie",1882,0,0,0
"sie",1883,0,0,0
"sie",1884,0,0,0
"sie",1885,0,0,0
"sie",1886,0,0,0
"sie",1887,0,0,0
"sie",1888,0,0,0
"sie",1889,0,0,0
"sie",1890,0,0,0
"sie",1891,0,0,0
"sie",1892,0,0,0
"sie",1893,0,0,0
"sie",1894,0,0,0
"sie",1895,0,0,0
"sie",1896,0,0,0
"sie",1897,0,0,0
"sie",1898,0,0,0
"sie",1899,0,0,0
"sie",1900,0,0,0
"sie",1901,0,0,0
"sie",1902,0,0,0
"sie",1903,0,0,0
"sie",1904,0,0,0
"sie",1905,0,0,0
"sie",1906,0,0,0
"sie",1907,0,0,0
"sie",1908,0,0,0
"sie",1909,0,0,0
"sie",1910,0,0,0
"sie",1911,0,0,0
"sie",1912,0,0,0
"sie",1913,0,0,0
"sie",1914,0,0,0
"sie",1915,0,0,0
"sie",1916,0,0,0
"sie",1917,0,0,0
"sie",1918,0,0,0
"sie",1919,0,0,0
"sie",1920,0,0,0
"sie",1921,0,0,0
"sie",1922,0,0,0
"sie",1923,0,0,0
"sie",1924,0,0,0
"sie",1925,0,0,0
"sie",1926,0,0,0
"sie",1927,0,0,0
"sie",1928,0,0,0
"sie",1929,0,0,0
"sie",1930,0,0,0
"sie",1931,0,0,0
"sie",1932,0,0,0
"sie",1933,0,0,0
"sie",1934,0,0,0
"sie",1935,0,0,0
"sie",1936,0,0,0
"sie",1937,0,0,0
"sie",1938,0,0,0
"sie",1939,0,0,0
"sie",1940,0,0,0
"sie",1941,0,0,0
"sie",1942,0,0,0
"sie",1943,0,0,0
"sie",1944,0,0,0
"sie",1945,0,0,0
"sie",1946,0,0,0
"sie",1947,0,0,0
"sie",1948,0,0,0
"sie",1949,0,0,0
"sie",1950,0,0,0
"sie",1951,0,0,0
"sie",1952,0,0,0
"sie",1953,0,0,0
"sie",1954,0,0,0
"sie",1955,0,0,0
"sie",1956,0,0,0
"sie",1957,0,0,0
"sie",1958,0,0,0
"sie",1959,0,0,0
"sie",1960,0,0,0
"sie",1961,0,0,0
"sie",1962,0,0,0
"sie",1963,0,0,0
"sie",1964,0,0,0
"sie",1965,0,0,0
"sie",1966,0,0,0
"sie",1967,0,0,0
"sie",1968,0,0,0
"sie",1969,0,0,0
"sie",1970,0,0,0
"sie",1971,0,0,0
"sie",1972,0,0,0
"sie",1973,0,0,0
"sie",1974,0,0,0
"sie",1975,0,0,0
"sie",1976,0,0,0
"sie",1977,0,0,0
"sie",1978,0,0,0
"sie",1979,0,0,0
"sie",1980,0,0,0
"sie",1981,0,0,0
"sie",1982,0,0,0
"sie",1983,0,0,0
"sie",1984,0,0,0
"sie",1985,0,0,0
"sie",1986,0,0,0
"sie",1987,0,0,0
"sie",1988,0,0,0
"sie",1989,0,0,0
"sie",1990,0,0,3
"sie",1991,0.5,0,3.5
"sie",1992,0,0,0
"sie",1993,0,0,0
"sie",1994,0,0,0
"sie",1995,0,0,0
"sie",1996,0,0,0
"sie",1997,0,0,0
"sie",1998,0,0,0
"sie",1999,1,0,2
"sie",2000,0,0,0
"sie",2001,0.5,0,3.5
"sie",2002,1,0,4
"sie",2003,0,0,0
"sie",2004,0,0,0
"sie",2005,0,0,0
"sie",2006,0,0,0
"sie",2007,0,0,0
"sie",2008,0,0,0
"sie",2009,0,0,0
"sie",2010,0,0,0
"sie",2011,0,0,0
"sie",2012,0,0,0
"sie",2013,0,0,0
"sie",2014,0,0,0
"sin",1816,0,0,0
"sin",1817,0,0,0
"sin",1818,0,0,0
"sin",1819,0,0,0
"sin",1820,0,0,0
"sin",1821,0,0,0
"sin",1822,0,0,0
"sin",1823,0,0,0
"sin",1824,0,0,0
"sin",1825,0,0,0
"sin",1826,0,0,0
"sin",1827,0,0,0
"sin",1828,0,0,0
"sin",1829,0,0,0
"sin",1830,0,0,0
"sin",1831,0,0,0
"sin",1832,0,0,0
"sin",1833,0,0,0
"sin",1834,0,0,0
"sin",1835,0,0,0
"sin",1836,0,0,0
"sin",1837,0,0,0
"sin",1838,0,0,0
"sin",1839,0,0,0
