"ccode","year","n_selfrule","n_sharedrule","n_RAI"
"mys",1985,14.03,7.5,21.53
"mys",1986,14.03,7.5,21.53
"mys",1987,14.03,7.5,21.53
"mys",1988,14.03,7.5,21.53
"mys",1989,14.03,7.5,21.53
"mys",1990,14.03,7.5,21.53
"mys",1991,14.03,7.5,21.53
"mys",1992,14.03,7.5,21.53
"mys",1993,14.03,7.5,21.53
"mys",1994,14.03,7.5,21.53
"mys",1995,14.03,7.5,21.53
"mys",1996,14.03,7.5,21.53
"mys",1997,14.03,7.5,21.53
"mys",1998,14.03,7.5,21.53
"mys",1999,14.03,7.5,21.53
"mys",2000,14.03,7.5,21.53
"mys",2001,14,7.48,21.48
"mys",2002,14,7.48,21.48
"mys",2003,14,7.48,21.48
"mys",2004,14,7.48,21.48
"mys",2005,14,7.48,21.48
"mys",2006,14,7.48,21.48
"mys",2007,14,7.48,21.48
"mys",2008,14,7.48,21.48
"mys",2009,14,7.48,21.48
"mys",2010,14,7.48,21.48
"mys",2011,14,7.48,21.48
"mys",2012,14,7.48,21.48
"mys",2013,14,7.48,21.48
"mys",2014,14,7.48,21.48
"mys",2015,14,7.48,21.48
"mys",2016,14,7.48,21.48
"mys",2017,14,7.48,21.48
"mys",2018,14,7.48,21.48
"nic",1950,1,0,1
"nic",1951,1,0,1
"nic",1952,1,0,1
"nic",1953,1,0,1
"nic",1954,1,0,1
"nic",1955,1,0,1
"nic",1956,1,0,1
"nic",1957,1,0,1
"nic",1958,1,0,1
"nic",1959,1,0,1
"nic",1960,1,0,1
"nic",1961,1,0,1
"nic",1962,1,0,1
"nic",1963,1,0,1
"nic",1964,1,0,1
"nic",1965,1,0,1
"nic",1966,1,0,1
"nic",1967,1,0,1
"nic",1968,1,0,1
"nic",1969,1,0,1
"nic",1970,1,0,1
"nic",1971,1,0,1
"nic",1972,1,0,1
"nic",1973,1,0,1
"nic",1974,1,0,1
"nic",1975,1,0,1
"nic",1976,1,0,1
"nic",1977,1,0,1
"nic",1978,1,0,1
"nic",1979,1,0,1
"nic",1980,1,0,1
"nic",1981,1,0,1
"nic",1982,1,0,1
"nic",1983,1,0,1
"nic",1984,1,0,1
"nic",1985,1,0,1
"nic",1986,1,0,1
"nic",1987,1.54,0.48,2.03
"nic",1988,1.91,0.48,2.39
"nic",1989,1.91,0.48,2.39
"nic",1990,3.12,0.48,3.6
"nic",1991,3.12,0.48,3.6
"nic",1992,3.12,0.48,3.6
"nic",1993,3.12,0.48,3.6
"nic",1994,3.12,0.48,3.6
"nic",1995,3.12,0.48,3.6
"nic",1996,3.12,0.48,3.6
"nic",1997,3.3,0.48,3.79
"nic",1998,3.3,0.48,3.79
"nic",1999,3.3,0.48,3.79
"nic",2000,3.3,0.48,3.79
"nic",2001,3.3,0.48,3.79
"nic",2002,3.3,0.48,3.79
"nic",2003,3.67,0.84,4.51
"nic",2004,3.67,0.84,4.51
"nic",2005,3.67,0.84,4.51
"nic",2006,3.67,0.84,4.51
"nic",2007,3.67,0.84,4.51
"nic",2008,3.67,0.84,4.51
"nic",2009,3.67,0.84,4.51
"nic",2010,3.67,0.84,4.51
"nic",2011,3.67,0.84,4.51
"nic",2012,3.67,0.84,4.51
"nic",2013,3.67,0.84,4.51
"nic",2014,3.67,0.84,4.51
"nic",2015,3.67,0.84,4.51
"nic",2016,3.67,0.84,4.51
"nic",2017,3.67,0.84,4.51
"nic",2018,3.67,0.84,4.51
"nld",1950,8,7.5,15.5
"nld",1951,8,7.5,15.5
"nld",1952,8,7.5,15.5
"nld",1953,8,7.5,15.5
"nld",1954,8,7.5,15.5
"nld",1955,8,7.5,15.5
"nld",1956,8,7.5,15.5
"nld",1957,8,7.5,15.5
"nld",1958,8,7.5,15.5
"nld",1959,8,7.5,15.5
"nld",1960,8,7.5,15.5
"nld",1961,8,7.5,15.5
"nld",1962,8,7.5,15.5
"nld",1963,8,7.5,15.5
"nld",1964,8,7.5,15.5
"nld",1965,8.44,7.5,15.94
"nld",1966,8.44,7.5,15.94
"nld",1967,8.44,7.5,15.94
"nld",1968,8.44,7.5,15.94
"nld",1969,8.44,7.5,15.94
"nld",1970,8.44,7.5,15.94
"nld",1971,8.44,7.5,15.94
"nld",1972,8.44,7.5,15.94
"nld",1973,8.44,7.5,15.94
"nld",1974,8.44,7.5,15.94
"nld",1975,8.44,7.5,15.94
"nld",1976,8.44,7.5,15.94
"nld",1977,8.44,7.5,15.94
"nld",1978,8.44,7.5,15.94
"nld",1979,8.44,7.5,15.94
"nld",1980,9.44,7.5,16.94
"nld",1981,9.44,7.5,16.94
"nld",1982,9.44,7.5,16.94
"nld",1983,9.44,7.5,16.94
"nld",1984,9.44,7.5,16.94
"nld",1985,9.44,7.5,16.94
"nld",1986,9,7.5,16.5
"nld",1987,9,7.5,16.5
"nld",1988,9,7.5,16.5
"nld",1989,9,7.5,16.5
"nld",1990,9,7.5,16.5
"nld",1991,9,7.5,16.5
"nld",1992,9,7.5,16.5
"nld",1993,9,7.5,16.5
"nld",1994,10,7.5,17.5
"nld",1995,10,7.5,17.5
"nld",1996,10,7.5,17.5
"nld",1997,10,7.5,17.5
"nld",1998,10,7.5,17.5
"nld",1999,10,7.5,17.5
"nld",2000,10,7.5,17.5
"nld",2001,10,7.5,17.5
"nld",2002,10,7.5,17.5
"nld",2003,10,7.5,17.5
"nld",2004,10,7.5,17.5
"nld",2005,10,7.5,17.5
"nld",2006,12.43,7.5,19.93
"nld",2007,12.43,7.5,19.93
"nld",2008,12.43,7.5,19.93
"nld",2009,12.43,7.5,19.93
"nld",2010,12.43,7.5,19.93
"nld",2011,12.43,7.5,19.93
"nld",2012,12.43,7.5,19.93
"nld",2013,12.43,7.5,19.93
"nld",2014,12.43,7.5,19.93
"nld",2015,10,7.5,17.5
"nld",2016,10,7.5,17.5
"nld",2017,10,7.5,17.5
"nld",2018,10,7.5,17.5
"nor",1950,6.15,0,6.15
"nor",1951,6.15,0,6.15
"nor",1952,6.15,0,6.15
"nor",1953,6.15,0,6.15
"nor",1954,6.15,0,6.15
"nor",1955,6.15,0,6.15
"nor",1956,6.15,0,6.15
"nor",1957,6.15,0,6.15
"nor",1958,6.15,0,6.15
"nor",1959,6.15,0,6.15
"nor",1960,6.15,0,6.15
"nor",1961,6.15,0,6.15
"nor",1962,6.15,0,6.15
"nor",1963,6.15,0,6.15
"nor",1964,6.15,0,6.15
"nor",1965,6.15,0,6.15
"nor",1966,6.15,0,6.15
"nor",1967,6.15,0,6.15
"nor",1968,6.15,0,6.15
"nor",1969,6.15,0,6.15
"nor",1970,6.15,0,6.15
"nor",1971,6.15,0,6.15
"nor",1972,5.79,0,5.79
"nor",1973,5.79,0,5.79
"nor",1974,5.79,0,5.79
"nor",1975,11.11,0,11.11
"nor",1976,11.11,0,11.11
"nor",1977,11.11,0,11.11
"nor",1978,11.11,0,11.11
"nor",1979,11.11,0,11.11
"nor",1980,11.11,0,11.11
"nor",1981,11.11,0,11.11
"nor",1982,11.11,0,11.11
"nor",1983,11.11,0,11.11
"nor",1984,11.11,0,11.11
"nor",1985,11.11,0,11.11
"nor",1986,11.11,0,11.11
"nor",1987,11.11,0,11.11
"nor",1988,11.11,0,11.11
"nor",1989,11.11,0,11.11
"nor",1990,11.11,0,11.11
"nor",1991,11.11,0,11.11
"nor",1992,11.11,0,11.11
"nor",1993,11.11,0,11.11
"nor",1994,11.11,0,11.11
"nor",1995,11.11,0,11.11
"nor",1996,11.11,0,11.11
"nor",1997,11.11,0,11.11
"nor",1998,11.11,0,11.11
"nor",1999,11.11,0,11.11
"nor",2000,11.11,0,11.11
"nor",2001,12.11,0,12.11
"nor",2002,12.11,0,12.11
"nor",2003,12.11,0,12.11
"nor",2004,12.11,0,12.11
"nor",2005,12.11,0,12.11
"nor",2006,12.11,0,12.11
"nor",2007,12.11,0,12.11
"nor",2008,12.11,0,12.11
"nor",2009,12.11,0,12.11
"nor",2010,12.11,0,12.11
"nor",2011,12.11,0,12.11
"nor",2012,12.11,0,12.11
"nor",2013,12.11,0,12.11
"nor",2014,12.11,0,12.11
"nor",2015,12.11,0,12.11
"nor",2016,12.11,0,12.11
"nor",2017,12.11,0,12.11
"nor",2018,12.11,0,12.11
"npl",1950,3,0,3
"npl",1951,3,0,3
"npl",1952,3,0,3
"npl",1953,3,0,3
"npl",1954,3,0,3
"npl",1955,3,0,3
"npl",1956,3,0,3
"npl",1957,3,0,3
"npl",1958,3,0,3
"npl",1959,3,0,3
"npl",1960,3,0,3
"npl",1961,3,0,3
"npl",1962,7,1.5,8.5
"npl",1963,7,1.5,8.5
"npl",1964,7,1.5,8.5
"npl",1965,7,1.5,8.5
"npl",1966,7,1.5,8.5
"npl",1967,7,1.5,8.5
"npl",1968,7,1.5,8.5
"npl",1969,7,1.5,8.5
"npl",1970,7,1.5,8.5
"npl",1971,8,1.5,9.5
"npl",1972,8,1.5,9.5
"npl",1973,8,1.5,9.5
"npl",1974,8,1.5,9.5
"npl",1975,8,1.5,9.5
"npl",1976,8,1.5,9.5
"npl",1977,8,1.5,9.5
"npl",1978,8,1.5,9.5
"npl",1979,8,1.5,9.5
"npl",1980,8,1.5,9.5
"npl",1981,8,0,8
"npl",1982,8,0,8
"npl",1983,8,0,8
"npl",1984,8,0,8
"npl",1985,8,0,8
"npl",1986,8,0,8
"npl",1987,8,0,8
"npl",1988,8,0,8
"npl",1989,8,0,8
"npl",1990,8,0,8
"npl",1991,8,0,8
"npl",1992,10,0,10
"npl",1993,10,0,10
"npl",1994,10,0,10
"npl",1995,10,0,10
"npl",1996,10,0,10
"npl",1997,10,0,10
"npl",1998,10,0,10
"npl",1999,11,0,11
"npl",2000,11,0,11
"npl",2001,11,0,11
"npl",2002,11,0,11
"npl",2003,3,0,3
"npl",2004,3,0,3
"npl",2005,3,0,3
"npl",2006,3,0,3
"npl",2007,3,0,3
"npl",2008,3,0,3
"npl",2009,3,0,3
"npl",2010,3,0,3
"npl",2011,3,0,3
"npl",2012,3,0,3
"npl",2013,3,0,3
"npl",2014,3,0,3
"npl",2015,2,0,2
"npl",2016,2,0,2
"npl",2017,2,0,2
"npl",2018,14,5.5,19.5
"nzl",1950,0,0,0
"nzl",1951,0,0,0
"nzl",1952,0,0,0
"nzl",1953,0,0,0
"nzl",1954,0,0,0
"nzl",1955,0,0,0
"nzl",1956,0,0,0
"nzl",1957,0,0,0
"nzl",1958,0,0,0
"nzl",1959,0,0,0
"nzl",1960,0,0,0
"nzl",1961,0,0,0
"nzl",1962,0,0,0
"nzl",1963,3.34,0,3.34
"nzl",1964,3.34,0,3.34
"nzl",1965,3.34,0,3.34
"nzl",1966,3.34,0,3.34
"nzl",1967,3.34,0,3.34
"nzl",1968,3.34,0,3.34
"nzl",1969,3.34,0,3.34
"nzl",1970,3.34,0,3.34
"nzl",1971,3.34,0,3.34
"nzl",1972,3.34,0,3.34
"nzl",1973,3.34,0,3.34
"nzl",1974,9.44,0,9.44
"nzl",1975,9.44,0,9.44
"nzl",1976,9.44,0,9.44
"nzl",1977,9.44,0,9.44
"nzl",1978,9.44,0,9.44
"nzl",1979,9.44,0,9.44
"nzl",1980,9.44,0,9.44
"nzl",1981,9.44,0,9.44
"nzl",1982,9.44,0,9.44
"nzl",1983,9.44,0,9.44
"nzl",1984,9.44,0,9.44
"nzl",1985,9.44,0,9.44
"nzl",1986,9.44,0,9.44
"nzl",1987,9.44,0,9.44
"nzl",1988,9.44,0,9.44
"nzl",1989,10,0,10
"nzl",1990,10,0,10
"nzl",1991,10,0,10
"nzl",1992,10,0,10
"nzl",1993,10,0,10
"nzl",1994,10,0,10
"nzl",1995,10,0,10
"nzl",1996,10,0,10
"nzl",1997,10,0,10
"nzl",1998,11,0,11
"nzl",1999,11,0,11
"nzl",2000,11,0,11
"nzl",2001,11,0,11
"nzl",2002,11,0,11
"nzl",2003,11,0,11
"nzl",2004,11,0,11
"nzl",2005,11,0,11
"nzl",2006,11,0,11
"nzl",2007,11,0,11
"nzl",2008,11,0,11
"nzl",2009,11,0,11
"nzl",2010,11,0,11
"nzl",2011,11,0,11
"nzl",2012,11,0,11
"nzl",2013,11,0,11
"nzl",2014,11,0,11
"nzl",2015,11,0,11
"nzl",2016,11,0,11
"nzl",2017,11,0,11
"nzl",2018,11,0,11
"pak",1950,10.3,0,10.3
"pak",1951,10.3,0,10.3
"pak",1952,10.3,0,10.3
"pak",1953,10.3,0,10.3
"pak",1954,10.3,0,10.3
"pak",1955,10.3,0,10.3
"pak",1956,13.1,3.74,16.83
"pak",1957,13.1,3.74,16.83
"pak",1958,13.1,3.74,16.83
"pak",1959,3.76,0,3.76
"pak",1960,6.75,0,6.75
"pak",1961,6.77,0,6.77
"pak",1962,13.54,0,13.54
"pak",1963,13.54,0,13.54
"pak",1964,13.54,0,13.54
"pak",1965,13.54,0,13.54
"pak",1966,13.54,0,13.54
"pak",1967,13.54,0,13.54
"pak",1968,13.52,0,13.52
"pak",1969,13.52,0,13.52
"pak",1970,3.99,0.02,4.01
"pak",1971,3.99,0.02,4.01
"pak",1972,5.84,0.04,5.88
"pak",1973,5.84,0.04,5.88
"pak",1974,12.43,5.21,17.63
"pak",1975,12.39,5.23,17.61
"pak",1976,12.39,5.23,17.61
"pak",1977,12.39,5.23,17.61
"pak",1978,3.8,0,3.8
"pak",1979,10.91,0,10.91
"pak",1980,10.56,0,10.56
"pak",1981,10.56,0,10.56
"pak",1982,10.56,0,10.56
"pak",1983,10.56,0,10.56
"pak",1984,10.56,0,10.56
"pak",1985,12.57,0.06,12.63
"pak",1986,19.15,5.23,24.38
"pak",1987,19.15,5.23,24.38
"pak",1988,19.15,5.23,24.38
"pak",1989,12.32,5.23,17.54
"pak",1990,12.35,5.23,17.58
"pak",1991,12.35,5.23,17.58
"pak",1992,12.35,5.23,17.58
"pak",1993,12.35,5.23,17.58
"pak",1994,12.36,5.23,17.59
"pak",1995,12.36,5.23,17.59
"pak",1996,12.36,5.23,17.59
"pak",1997,12.36,5.23,17.59
"pak",1998,12.36,5.23,17.59
"pak",1999,12.36,5.23,17.59
"pak",2000,2.94,0.06,3
"pak",2001,14.57,0.06,14.63
"pak",2002,14.57,0.06,14.63
"pak",2003,23.03,5.23,28.26
"pak",2004,23.03,5.23,28.26
"pak",2005,23.03,5.23,28.26
"pak",2006,23.03,5.23,28.26
"pak",2007,23.03,5.23,28.26
"pak",2008,23.03,5.23,28.26
"pak",2009,12.46,5.23,17.69
"pak",2010,17.15,6.17,23.32
"pak",2011,18.28,6.17,24.45
"pak",2012,17.39,6.17,23.56
"pak",2013,19.67,6.17,25.83
"pak",2014,19.67,6.17,25.83
"pak",2015,20.84,6.17,27.01
"pak",2016,22.5,6.17,28.67
"pak",2017,22.5,6.17,28.67
"pak",2018,22.5,6.17,28.67
"pan",1950,1.05,0.04,1.09
"pan",1951,1.05,0.04,1.09
"pan",1952,1.05,0.04,1.09
"pan",1953,1.05,0.04,1.09
"pan",1954,1.05,0.04,1.09
"pan",1955,1.05,0.04,1.09
"pan",1956,1.05,0.04,1.09
"pan",1957,1.05,0.04,1.09
"pan",1958,1.05,0.04,1.09
"pan",1959,1.05,0.04,1.09
"pan",1960,1.05,0.04,1.09
"pan",1961,1.05,0.04,1.09
"pan",1962,1.05,0.04,1.09
"pan",1963,1.05,0.04,1.09
"pan",1964,1.05,0.04,1.09
"pan",1965,1.05,0.04,1.09
"pan",1966,1.05,0.04,1.09
"pan",1967,1.05,0.04,1.09
"pan",1968,1.05,0.04,1.09
"pan",1969,1.05,0.04,1.09
"pan",1970,1.05,0.04,1.09
"pan",1971,1.05,0.04,1.09
"pan",1972,2.04,0.04,2.08
"pan",1973,2.04,0.04,2.08
"pan",1974,2.04,0.04,2.08
"pan",1975,2.04,0.04,2.08
"pan",1976,2.04,0.04,2.08
"pan",1977,2.04,0.04,2.08
"pan",1978,2.04,0.04,2.08
"pan",1979,2.04,0.04,2.08
"pan",1980,2.04,0.04,2.08
"pan",1981,2.04,0.04,2.08
"pan",1982,2.04,0.04,2.08
"pan",1983,5.01,0.05,5.06
"pan",1984,5.01,0.05,5.06
"pan",1985,5.01,0.05,5.06
"pan",1986,5.01,0.05,5.06
"pan",1987,5.01,0.05,5.06
"pan",1988,5.01,0.05,5.06
"pan",1989,5.01,0.05,5.06
"pan",1990,5.01,0.05,5.06
"pan",1991,5.01,0.05,5.06
"pan",1992,5.01,0.05,5.06
"pan",1993,5.01,0.05,5.06
"pan",1994,5.01,0.05,5.06
"pan",1995,5.01,0.05,5.06
"pan",1996,5.01,0.06,5.07
"pan",1997,5.06,0.24,5.3
"pan",1998,5.06,0.24,5.3
"pan",1999,5.06,0.24,5.3
"pan",2000,5.06,0.36,5.42
"pan",2001,5.06,0.36,5.42
"pan",2002,5.06,0.36,5.42
"pan",2003,5.06,0.3,5.36
"pan",2004,5.06,0.3,5.36
"pan",2005,5.06,0.3,5.36
"pan",2006,5.06,0.3,5.36
"pan",2007,5.06,0.3,5.36
"pan",2008,5.06,0.3,5.36
"pan",2009,5.06,0.3,5.36
"pan",2010,5.06,0.3,5.36
"pan",2011,5.06,0.3,5.36
"pan",2012,5.06,0.3,5.36
"pan",2013,5.06,0.3,5.36
"pan",2014,5.06,0.3,5.36
"pan",2015,5.06,0.3,5.36
"pan",2016,5.06,0.3,5.36
"pan",2017,5.06,0.3,5.36
"pan",2018,5.06,0.3,5.36
"per",1950,10,0,10
"per",1951,10,0,10
"per",1952,10,0,10
"per",1953,10,0,10
"per",1954,10,0,10
"per",1955,10,0,10
"per",1956,10,0,10
"per",1957,10,0,10
"per",1958,10,0,10
"per",1959,10,0,10
"per",1960,10,0,10
"per",1961,10,0,10
"per",1962,10,0,10
"per",1963,11,0,11
"per",1964,11,0,11
"per",1965,11,0,11
"per",1966,11,0,11
"per",1967,11,0,11
"per",1968,6,0,6
"per",1969,6,0,6
"per",1970,6,0,6
"per",1971,6,0,6
"per",1972,6,0,6
"per",1973,6,0,6
"per",1974,6,0,6
"per",1975,6,0,6
"per",1976,4,0,4
"per",1977,4,0,4
"per",1978,4,0,4
"per",1979,4,0,4
"per",1980,9,0,9
"per",1981,9,0,9
"per",1982,9,0,9
"per",1983,9,0,9
"per",1984,9,0,9
"per",1985,9,0,9
"per",1986,9,0,9
"per",1987,9,0,9
"per",1988,9,0,9
"per",1989,14,0,14
"per",1990,16,0,16
"per",1991,16,0,16
"per",1992,16,0,16
"per",1993,11,0,11
"per",1994,11,0,11
"per",1995,11,0,11
"per",1996,11,0,11
"per",1997,11,0,11
"per",1998,11,0,11
"per",1999,11,0,11
"per",2000,11,0,11
"per",2001,11,0,11
"per",2002,11,0,11
"per",2003,18.06,0,18.06
"per",2004,18.06,0,18.06
"per",2005,18.06,0,18.06
"per",2006,18.06,0,18.06
"per",2007,18.06,0,18.06
"per",2008,18.06,0,18.06
"per",2009,18.06,0,18.06
"per",2010,18.06,0,18.06
"per",2011,18.06,0,18.06
"per",2012,18.06,0,18.06
"per",2013,20.06,0,20.06
"per",2014,20.06,0,20.06
"per",2015,20.06,0,20.06
"per",2016,20.06,1.03,21.09
"per",2017,20.06,2,22.06
"per",2018,20.06,2,22.06
"phl",1950,7,0,7
"phl",1951,7,0,7
"phl",1952,7,0,7
"phl",1953,7,0,7
"phl",1954,7,0,7
"phl",1955,7,0,7
"phl",1956,7,0,7
"phl",1957,7,0,7
"phl",1958,7,0,7
"phl",1959,7,0,7
"phl",1960,8,0,8
"phl",1961,8,0,8
"phl",1962,8,0,8
"phl",1963,8,0,8
"phl",1964,8,0,8
"phl",1965,8,0,8
"phl",1966,8,0,8
"phl",1967,8,0,8
"phl",1968,8,0,8
"phl",1969,8,0,8
"phl",1970,8,0,8
"phl",1971,8,0,8
"phl",1972,8,0,8
"phl",1973,8,0,8
"phl",1974,6,0,6
"phl",1975,6,0,6
"phl",1976,6,0,6
"phl",1977,6,0,6
"phl",1978,6,0,6
"phl",1979,4.14,0,4.14
"phl",1980,4.14,0,4.14
"phl",1981,4.14,0,4.14
"phl",1982,4.14,0,4.14
"phl",1983,5.14,0,5.14
"phl",1984,5.14,0,5.14
"phl",1985,5.14,0,5.14
"phl",1986,3.14,0,3.14
"phl",1987,3.14,0,3.14
"phl",1988,8.14,0,8.14
"phl",1989,8.14,0,8.14
"phl",1990,8.32,0.11,8.42
"phl",1991,10.39,0.11,10.49
"phl",1992,11.39,0.11,11.49
"phl",1993,11.39,0.11,11.49
"phl",1994,11.39,0.11,11.49
"phl",1995,11.39,0.11,11.49
"phl",1996,11.39,0.11,11.49
"phl",1997,11.39,0.11,11.49
"phl",1998,11.39,0.11,11.49
"phl",1999,11.39,0.11,11.49
"phl",2000,11.39,0.11,11.49
"phl",2001,11.39,0.11,11.49
"phl",2002,11.39,0.11,11.49
"phl",2003,11.39,0.11,11.49
"phl",2004,11.39,0.11,11.49
"phl",2005,11.39,0.11,11.49
"phl",2006,11.39,0.11,11.49
"phl",2007,11.39,0.11,11.49
"phl",2008,11.39,0.11,11.49
"phl",2009,11.39,0.11,11.49
"phl",2010,11.39,0.11,11.49
"phl",2011,11.39,0.11,11.49
"phl",2012,11.39,0.11,11.49
"phl",2013,11.39,0.11,11.49
"phl",2014,11.39,0.11,11.49
"phl",2015,11.39,0.11,11.49
"phl",2016,11.39,0.11,11.49
"phl",2017,11.18,0,11.18
"phl",2018,11.18,0,11.18
"png",1975,0,0,0
"png",1976,0,0,0
"png",1977,9,0,9
"png",1978,9,0,9
"png",1979,9,0,9
"png",1980,9,0,9
"png",1981,9,0,9
"png",1982,9,0,9
"png",1983,9,0,9
"png",1984,9,0,9
"png",1985,9,0,9
"png",1986,9,0,9
"png",1987,9,0,9
"png",1988,9,0,9
"png",1989,9,0,9
"png",1990,9.15,0,9.15
"png",1991,9.15,0,9.15
"png",1992,9.15,0,9.15
"png",1993,9.15,0,9.15
"png",1994,9.15,0,9.15
"png",1995,8.2,0,8.2
"png",1996,8.2,0,8.2
"png",1997,8.2,0,8.2
"png",1998,8.2,0,8.2
"png",1999,8.2,0,8.2
"png",2000,8.2,0,8.2
"png",2001,8.2,0,8.2
"png",2002,8.2,0,8.2
"png",2003,8.2,0,8.2
"png",2004,8.2,0,8.2
"png",2005,8.44,0.24,8.68
"png",2006,8.44,0.24,8.68
"png",2007,8.44,0.24,8.68
"png",2008,8.44,0.24,8.68
"png",2009,8.44,0.24,8.68
"png",2010,8.44,0.24,8.68
"png",2011,8.44,0.24,8.68
"png",2012,8.44,0.24,8.68
"png",2013,8.44,0.24,8.68
"png",2014,8.44,0.24,8.68
"png",2015,8.44,0.24,8.68
"png",2016,8.44,0.24,8.68
"png",2017,8.44,0.24,8.68
"png",2018,8.44,0.24,8.68
"pol",1990,3,0,3
"pol",1991,3,0,3
"pol",1992,3,0,3
"pol",1993,3,0,3
"pol",1994,3.31,0,3.31
"pol",1995,3.31,0,3.31
"pol",1996,3.31,0,3.31
"pol",1997,3.31,0,3.31
"pol",1998,3.31,0,3.31
"pol",1999,11.19,0,11.19
"pol",2000,11.19,0,11.19
"pol",2001,11.19,0,11.19
"pol",2002,11.32,0,11.32
"pol",2003,11.32,0,11.32
"pol",2004,11.32,0,11.32
"pol",2005,11.32,0,11.32
"pol",2006,11.32,0,11.32
"pol",2007,11.32,0,11.32
"pol",2008,11.32,0,11.32
"pol",2009,11.32,0,11.32
"pol",2010,11.32,0,11.32
"pol",2011,11.32,0,11.32
"pol",2012,11.32,0,11.32
"pol",2013,11.32,0,11.32
"pol",2014,11.32,0,11.32
"pol",2015,11.32,0,11.32
"pol",2016,11.32,0,11.32
"pol",2017,11.32,0,11.32
"pol",2018,11.32,0,11.32
"prt",1950,2,0,2
"prt",1951,2,0,2
"prt",1952,2,0,2
"prt",1953,2,0,2
"prt",1954,2,0,2
"prt",1955,2,0,2
"prt",1956,2,0,2
"prt",1957,2,0,2
"prt",1958,2,0,2
"prt",1959,2,0,2
"prt",1960,2,0,2
"prt",1961,2,0,2
"prt",1962,2,0,2
"prt",1963,2,0,2
"prt",1964,2,0,2
"prt",1965,2,0,2
"prt",1966,2,0,2
"prt",1967,2,0,2
"prt",1968,2,0,2
"prt",1969,2,0,2
"prt",1970,2,0,2
"prt",1971,2,0,2
"prt",1972,2,0,2
"prt",1973,2,0,2
"prt",1974,2,0,2
"prt",1975,2,0,2
"prt",1976,2.46,0.17,2.63
"prt",1977,2.46,0.17,2.63
"prt",1978,2.46,0.17,2.63
"prt",1979,3.41,0.17,3.58
"prt",1980,3.44,0.17,3.61
"prt",1981,3.44,0.17,3.61
"prt",1982,3.44,0.17,3.61
"prt",1983,3.44,0.17,3.61
"prt",1984,3.44,0.17,3.61
"prt",1985,3.44,0.17,3.61
"prt",1986,3.44,0.17,3.61
"prt",1987,3.44,0.17,3.61
"prt",1988,3.44,0.17,3.61
"prt",1989,3.44,0.17,3.61
"prt",1990,3.44,0.17,3.61
"prt",1991,5.76,0.17,5.93
"prt",1992,5.76,0.17,5.93
"prt",1993,5.76,0.17,5.93
"prt",1994,5.76,0.17,5.93
"prt",1995,5.76,0.17,5.93
"prt",1996,5.76,0.17,5.93
"prt",1997,5.76,0.17,5.93
"prt",1998,5.86,0.27,6.13
"prt",1999,5.86,0.27,6.13
"prt",2000,5.86,0.27,6.13
"prt",2001,5.86,0.27,6.13
"prt",2002,5.86,0.27,6.13
"prt",2003,5.86,0.27,6.13
"prt",2004,9.82,0.27,10.09
"prt",2005,9.82,0.27,10.09
"prt",2006,9.82,0.27,10.09
"prt",2007,9.82,0.27,10.09
"prt",2008,10.26,0.27,10.52
"prt",2009,11.19,0.27,11.46
"prt",2010,11.19,0.27,11.46
"prt",2011,11.19,0.27,11.46
"prt",2012,9.29,0.27,9.56
"prt",2013,9.29,0.27,9.56
"prt",2014,9.29,0.27,9.56
"prt",2015,9.29,0.27,9.56
"prt",2016,9.24,0.27,9.51
"prt",2017,9.24,0.27,9.51
"prt",2018,9.24,0.27,9.51
"pry",1950,1,0,1
"pry",1951,1,0,1
"pry",1952,1,0,1
"pry",1953,1,0,1
"pry",1954,1,0,1
"pry",1955,1,0,1
"pry",1956,1,0,1
"pry",1957,1,0,1
"pry",1958,1,0,1
"pry",1959,1,0,1
"pry",1960,1,0,1
"pry",1961,1,0,1
"pry",1962,1,0,1
"pry",1963,1,0,1
"pry",1964,1,0,1
"pry",1965,1,0,1
"pry",1966,1,0,1
"pry",1967,1,0,1
"pry",1968,1,0,1
"pry",1969,1,0,1
"pry",1970,1,0,1
"pry",1971,1,0,1
"pry",1972,1,0,1
"pry",1973,1,0,1
"pry",1974,1,0,1
"pry",1975,1,0,1
"pry",1976,1,0,1
"pry",1977,1,0,1
"pry",1978,1,0,1
"pry",1979,1,0,1
"pry",1980,1,0,1
"pry",1981,1,0,1
"pry",1982,1,0,1
"pry",1983,1,0,1
"pry",1984,1,0,1
"pry",1985,1,0,1
"pry",1986,1,0,1
"pry",1987,1,0,1
"pry",1988,1,0,1
"pry",1989,1,0,1
"pry",1990,1,0,1
"pry",1991,1.33,0,1.33
"pry",1992,4.49,0,4.49
"pry",1993,8.16,0,8.16
"pry",1994,8.16,0,8.16
"pry",1995,8.16,0,8.16
"pry",1996,8.16,0,8.16
"pry",1997,8.16,0,8.16
"pry",1998,8.16,0,8.16
"pry",1999,8.16,0,8.16
"pry",2000,8.16,0,8.16
"pry",2001,8.16,0,8.16
"pry",2002,8.16,0,8.16
"pry",2003,8.16,0,8.16
"pry",2004,8.16,0,8.16
"pry",2005,8.16,0,8.16
"pry",2006,8.16,0,8.16
"pry",2007,8.16,0,8.16
"pry",2008,8.16,0,8.16
"pry",2009,8.16,0,8.16
"pry",2010,8.16,0,8.16
"pry",2011,8.16,0,8.16
"pry",2012,8.16,0,8.16
"pry",2013,8.16,0,8.16
