"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"russian federation","rus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,92.4,63.5,53.7,51.9,54.7,73.1,88.7,58.8,48.5,34.5,27.8,21.7,13.29,8.44,6.75,6.09,7.78,8.38,8.89,9.57,11.06,13.79,14.15,13.85,13.49,12.92,13.16,18.5,NA,NA,NA,NA
"rwanda","rwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,5.59,7.62,8.83,8.41,7.47,8.83,9.89,11.63,9.23,12.2,13.91,15.24,17.67,21.02,20.65,24.21,29.89,33.01,26.92,49.17,47.84,47.91,50.99,54.77,91.87,83.45,72.23,70.1,78.37,85.99,84.02,92.03,79.53,80.94,58.94,22.49,22.1,18.28,18.49,18.82,18.72,19.09,26.66,29.14,33.08,41.07,45.63,49.24,53.64,68.71,67.25,60.9,63.42,67.24
"samoa","wsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,6.24,11.29,16.96,19.55,22.42,29.06,37.06,42.72,47.12,53.77,70.41,61.06,59.11,60.7,62.18,57.79,58.38,52.45,51.57,50.52,63.88,60.42,70.02,96.34,74.11,65.65,60.5,58.95,59.44,55.77,53.78,50.29,42.76,39.84,34.15,33.5,31.47,28.18,33.26,40.28,41.53,50.93,54.08,54.87,56.37,48.99,46.68,49.4,44.29,43.19,46.3,43.75,35.43,27.71
"san marino, republic of","smr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91,14.48,14.15,12.63,15.49,20.07,19.96,16.62,17.24,23.16,21.01,19.31,21.38,56.59,56.67,56.21,69.79,77.19,71.34,69.88,65.19
"são tomé and príncipe, democratic republic of","stp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,18.6,22.22,34.23,34.98,45.53,56.53,68.39,74.24,65.69,77.38,101.07,114.24,110.55,138.77,176.47,143.61,152.1,228.88,677.18,495.95,460.13,526.18,485.12,418.38,366.51,329.37,354.45,334.17,283.18,110.14,60.67,70.31,82.99,86.02,86.32,77.14,67.43,84.32,81.69,74.73,71.49,76.39,70.75,59.23,55.08,44.69,43.46
"saudi arabia","sau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,16.09,39.35,47.8,58.6,67.87,74.25,75.21,76.7,101.52,102.99,86.7,93.15,96.35,81.56,62.93,37.34,25.83,17.12,12.06,13.99,8.43,5.34,3.01,2.13,1.54,5.67,12.68,16.53,17.64,21.56,31,28.61,23.82,26.23,29.87
"senegal","sen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,15.1,14.21,15.71,18.9,14.9,18.89,22.02,26.92,27.36,31.19,38.32,47.24,58.85,61.26,66.51,60.69,63.27,63.57,53.95,51.11,51.77,49.97,53.44,77.34,65.26,62.27,67.85,18.8,14.99,57.51,53.21,51.99,42.88,38,36.13,17.49,18.96,19.07,29.94,34.6,32.88,34.49,36.86,42.37,44.51,47.52,61.14,61.52,72.09,81.63,89.39,94.63,107.36,113.67
"serbia, republic of","srb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.51,33.04,26.8,25.75,29.76,37.9,41.17,50.78,53.74,63.41,67.17,65.22,55.53,51.44,49.67,54.4,53.88,52.42,48.04,47.2
"seychelles","syc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,6.18,6.24,7.24,4.48,4.95,NA,NA,2.94,6.05,7.42,12.39,15.27,26.53,31.51,36.99,41.3,39.92,36.31,41.03,79.91,82.18,123.45,133.52,146.66,143.01,161.24,159.79,177.84,199.79,195.86,176.97,163.23,144.06,135.07,144,192.1,106.13,82.22,82.51,80.07,68.2,70.39,64.67,62.84,56.65,51.26,48.85,77.37,71.25,60.01,55.29,57.8
"sierra leone","sle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,13.7,13.68,16.13,18.34,18.43,21.53,23.99,25.85,25.09,27.66,31.81,33.03,34.69,28.75,38.04,45.98,57.08,35.91,38.26,77.44,60.13,79.68,79.57,105.92,80.51,73.57,79.16,93.54,91.8,89.97,83.41,79.3,76.93,73.74,67.29,61.87,26.38,46.06,31.07,28.94,25.77,24.06,22.29,26.85,28.83,38.86,44.18,44.17,45.27,46.37,47.06,53.98,49.87,43
"singapore","sgp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.62,18.71,19.78,21.14,26.75,37.33,35.24,35.52,42.08,46.21,37.4,34.57,40.77,49.22,55.26,58.21,58.64,56.71,56.46,61.01,65.77,67.28,78.71,82.64,84.03,78.29,75.37,75.6,77.9,82.07,73.89,69.37,72.03,72.38,71.36,83.41,87.86,83.84,93.94,97.22,101.76,97.6,94.97,89.37,89.45,96.45,106.4,101.28,104.5,107.51,99.03,99.26,102.96,108.52,108.96,110.41,127.89,151.27,149.02,154.11,175.75,177
"slovak republic","svk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48,34.76,33.87,42.6,46.01,48.53,57.71,57.57,56.76,55.79,56.86,55.74,54.18,52.7,64.03,65.31,65,61.43,64.04
"slovenia, republic of","svn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.81,16.51,19.98,20.34,21.05,21.74,22.57,24.49,25.46,24.52,24.35,24.17,23.49,21.17,19.03,30.93,32.97,41.21,46.85,61.03,69.8,70.87,67.8,67.42,64.19,59.31,73.43,68.96,66.5,62.28,61.59
"solomon islands","slb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,8.04,10.4,11.3,14.82,19.63,23.71,39.58,54.2,72.08,69.52,70.34,61.11,63.99,52.6,49.73,40.77,36.18,32.49,30.59,35.81,35.29,39.49,51.2,60.41,61.33,58.21,44.67,42.3,33.02,28.93,18.86,22.95,18.34,13.27,11.57,10.14,7.88,7.54,8.77,7.95,7.82,12.84,15.94,15.51,20.3,22.02
"south africa","zaf",41.38,40.24,38.81,37.64,36.91,36.17,35.13,34.94,39.29,38.12,35.59,34.79,34.92,33.43,31.52,31.72,33.1,32.23,35.61,34.91,33.55,33.8,36.25,34.12,30.36,33.06,35.13,36.47,36.81,34.42,28.7,26.58,27.45,27.71,27.56,26.86,27.69,28.21,28.4,28.63,27.97,30.69,33.07,36.72,43.54,43.66,43.2,42.8,42.72,40.73,37.93,38.05,31.8,31.51,30.73,29.64,28.03,24.33,24.04,26.99,31.19,34.74,37.41,40.36,43.25,45.2,47.13,48.59,51.54,56.1,68.93,68.67,70.83,73.36,76.36
"south sudan, republic of","ssd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,17.59,38.14,57.24,150.48,162.96,80.27,43.1,48.98,51.09,39.11,49.69,54.32
"spain","esp",46.05,39.81,38.76,40.15,37.8,38.73,35.16,33.92,29.9,29.28,29.92,27.38,25.36,22.06,18.71,17.53,17.04,16.9,17.44,17.87,17.92,16.85,16.53,15.42,13.05,11.54,7.98,8.53,9.72,9.67,9.72,10.36,11.54,12.95,17.67,30.28,35.1,36.12,36.55,32.94,34.35,35.86,35.98,39.26,48.97,51.39,54.78,53.75,52.13,50.96,48.61,45.01,42.89,39.93,38.59,35.75,32.48,29.59,33.16,45.45,51.17,58.37,77.13,87.55,91.17,90.45,89.89,89.79,89.39,87.48,106.95,103.72,99.02,95.82,93.57
"sri lanka","lka",NA,9.65,14.28,16.43,14.74,12.59,14.92,17.21,18.2,21.14,24.75,28.78,32.27,29.26,29.97,32.24,34.97,36.4,38.84,36.72,34.18,37.2,38.14,37.04,34.51,36.33,42.71,57.61,60.14,56.23,60.73,62.2,66.32,66.18,56.26,66.48,71.86,79.54,82.57,88.86,78.94,80.49,77.94,79.17,77.9,77.81,76.23,70.15,74.24,77.7,79.2,84.36,96.3,86.45,86.5,76.59,74.29,71.85,68.78,72.75,68.73,69.43,67.5,69.46,69.56,76.33,75,72.26,83.58,82.59,96.88,102.67,115.94,110.38,99.43
"st. kitts and nevis","kna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.42,18.75,17.4,15.1,14.57,14.1,13.04,15.72,13.04,10.07,7.87,11.21,14.54,9.79,13.22,14.96,22.45,21.36,18.73,12.61,NA,88.72,98.43,92.82,84.57,87.02,91.16,85.84,81.65,56.01,44.85,37.15,33.59,31.8,25.37,23.96,28.2,27.91,24.06,NA,NA
"st. lucia","lca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.18,15.87,16.13,16.4,17.13,17.2,19.55,18.56,18.15,16.98,19.75,22.21,22.93,23.75,22.9,24.05,27.21,29.45,28.88,32.45,38.09,48.81,45.59,49.56,51.9,48.55,49.06,46.68,50.98,52.99,55.2,60.77,62.05,62.37,61.06,61.26,60.39,60.53,62.11,100.81,87.08,74.12,75.56,74.77
"st. vincent and the grenadines","vct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,2.04,2.13,7.13,7.14,14.3,13.04,16,14.92,16.04,15.53,19.1,21.84,22.9,22.26,21.67,26.47,31.14,29.24,31.15,30.24,30.28,31.08,31.78,35.91,36.2,34.88,33.49,35.42,NA,46.21,45.81,48.89,49.51,52.77,43.88,36.93,37.53,37.03,43.38,50.74,54.03,58.08,59.49,64.77,64.99,65.02,58.03,58.83,61.3,73.37,82.04,84.2,87.93,91.61
"sudan","sdn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.2,285.89,386.47,239.02,220.88,167.67,179.66,160.49,143.25,125.59,121.72,117.35,97.8,75.48,63.71,53.69,55.76,70.99,74.57,78.11,117.67,105.75,84.43,93.2,109.93,149.54,209.81,216.5,278.33,189.64,186.78,259.65,271.98
"suriname","sur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.31,28.02,26.12,25.05,4.64,4.66,2.88,NA,NA,NA,NA,NA,NA,33.84,46.97,66.82,NA,NA,NA,72.88,75.71,64.39,51.05,30.5,16.26,11.77,16.78,21.64,32.3,48.44,37.2,37.41,31.49,29.35,27.11,22.54,16.42,14.77,14.65,17.32,18.74,20.1,27.9,25.21,41.18,75.39,73.03,68.63,84.03,146.44,115.82,116.94,98.23,87.22
"sweden","swe",36.11,30.04,27.42,27.2,27.7,27.53,26.88,27.27,28.33,27.85,27.5,24.87,21.94,19.82,17.86,16.13,15.17,15.29,16.81,16.72,17.21,17.17,17.61,18.38,19.34,22.01,21.3,23.86,28.66,34.14,38.89,45.82,53.4,58.11,60.05,61.49,59.52,54.24,48.63,43.2,40.45,42.34,53.71,68.31,72.8,75.48,79.05,80.52,79.72,74.65,66.55,59.05,56.25,54.81,53.43,53.54,48.42,42.85,41.09,44.63,41.11,39.9,40.57,43.21,46.01,44.69,42.89,41.61,40.2,36.54,42.18,38.81,37.13,33.62,34.43
"switzerland","che",38.58,35.33,33.1,31.66,29.97,27.18,24.81,21.43,19.35,17.86,15.45,13.25,11.42,10.22,8.85,7.81,7.19,6.79,6.57,6.33,5.73,5.53,5.15,4.85,5.59,7.32,12.58,12.91,13.16,13.73,12.82,12.13,11.58,11.38,NA,NA,13.68,13.09,12.53,11.27,10.98,11.79,14.06,16.55,17.73,19.37,20.63,22.26,24.32,22.48,22.15,21.69,24.93,24.94,24.81,24.58,21.75,19.5,18.71,17.57,16.67,16.39,16.37,16.01,15.4,14.71,13.71,14.17,12.82,12.27,13.85,13.49,13.85,14.04,13.65
"syrian arab republic","syr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.96,52.08,49.96,40.53,37.98,36.32,46.87,53.08,60.03,54.84,60.44,60.88,84.58,101.22,116.47,138.05,127.95,113.08,138.62,203.85,189.76,182.42,173.62,171.94,162.98,152.64,141.48,147.62,151.23,147.7,152.09,144.49,132.43,133.37,113.05,50.71,44.98,42.67,37.32,31.21,30.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taiwan province of china","twn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,3.86,4.74,4.5,5.32,10.1,12.88,13.5,14.91,15.25,15.88,14.62,13.39,23.73,27.27,26.8,28.6,28.99,29.49,28.81,27.82,28.81,31.94,32.26,33.31,34.04,33.7,32.45,31.05,30.41,29.72,29.17,28.08,27.65,26.22,25.95,25.68,244.74
"tajikistan, republic of","tjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tanzania, united republic of","tza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"thailand","tha",6.55,6.89,8.16,12.83,16.52,13.3,12.74,12.57,14.99,15.25,14.26,12.88,13.41,12.58,13.33,14.82,14.4,15.03,15.53,17.7,18.53,21.55,26.77,21.17,16.32,15.76,21.98,22.39,22.77,23.69,22.15,24.37,27.11,28.92,30.65,36.76,40.14,38.77,30.33,23.72,17.8,12.97,10.49,8.19,5.69,4.61,3.67,4.64,10.67,20.01,21.96,24.58,30.07,27.05,24.4,24.39,23.26,22.6,21.99,26.8,27.78,27.32,28.46,29.63,29.89,32.09,30.56,32.46,33.9,34,45.05,52.74,53.53,54.17,56.57
"timor-leste, democratic republic of","tls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.46,1.52,2.95,4.71,6.71,9.31,9.51,10.09,6.53,7.9,12.45,12.85
"togo","tgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,9.59,7.84,10.3,17.2,18.47,25.21,33.98,51.41,60.1,52.74,56.82,62.09,66.39,62.14,68.6,56.37,56.58,51.34,46.34,44.73,46.87,45.03,58.3,78.96,64.82,60.4,54.38,62.82,59.9,66.49,68.49,54.84,49.98,48.7,63.08,67.74,70.5,67.31,57.65,33.45,33.81,34.34,41.07,44.93,52.38,59.91,57.11,58.02,54.93,62.21,64.86,67.41,67.96,70.62
"tonga","ton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.19,40.05,46.14,42.43,40.26,49.76,42.28,39.78,NA,NA,35.27,31.52,32.76,36.03,38.4,43.56,53.4,60.66,56.22,52.25,43.35,39.55,37.82,34.01,39.73,44.73,51.85,60.05,48.91,47.36,51.11,49.38,44.72,45.82,42.8,42.55,43.04,43.8,43.95,39.43
"trinidad and tobago","tto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35,13.61,14.27,13.94,NA,14.97,15.95,21.7,16.19,17.57,17.24,13.74,11.51,9.51,NA,15.85,13.66,5.96,8.3,7.45,10.62,15.61,16.39,35.89,45.59,48.99,51.13,47.71,49.48,49.15,58.79,52.58,50.14,46.98,46.11,42.78,42.15,38.91,36.61,37.02,30.15,24.15,19.8,16.89,16.23,13.47,20.69,16.79,26.4,21.77,21.64,23.48,27.08,35.45,39.82,41.47,46.02,62.18,58.53,50.98,61.09,64.48
"tunisia","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.41,36.01,31.32,31.04,29.25,27.27,29.63,32.59,35.44,33.56,31.25,32.1,34.96,37.65,38.55,41.37,51.42,46.83,50.67,48.76,47.7,53.38,48.32,51.68,51.62,50.34,48.43,54.28,51.66,52.98,52.44,53.92,53.3,51.98,51.58,49.98,45.72,42.7,41.36,40.3,38.8,43.34,49.04,45.63,50.73,52.4,58.91,67.1,72.91,67.3,77.71,79.73,82.93,82.52,83.13
"türkiye, republic of","tur",11.62,NA,NA,NA,NA,NA,NA,NA,9.32,8.01,8.76,12.71,12.72,13.23,12.42,15.86,16.15,16.09,16.61,16.15,20.24,17.87,16.27,13.16,12.02,12.46,12.33,14.72,15.66,17.79,24.78,25.72,29.45,29.23,36.88,38.35,32.69,37.89,38.76,30.34,24.75,27.19,29.08,29.78,39.29,31.68,32.72,32.18,30.31,38.85,37.18,72.06,67.14,59.99,54.38,48.79,43.42,37.61,37.98,43.92,40.61,36.95,33.7,32.15,29.81,28.85,28.93,27.97,28.37,30.78,35.91,37.87,26.88,25.38,21.32
"turkmenistan","tkm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.87,107.92,88.15,72.9,45.07,31.96,22.37,15.09,9.01,5.59,4.05,4.71,4.08,6.21,10.02,13.76,16.01,12.3,14.54,18.52,19.98,18.66,15.27,13.32,10.65,5.77,4.66,4.62
"tuvalu","tuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.33,37.45,32.37,19.72,20.53,21.03,19.07,19.25,17.77,16.37,14.35,11.48,12.05,11.82,11.53,12.15,11.26,5.75,4.56,3.87
"uganda","uga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29,11.83,13.52,15.49,15.96,12.68,14.33,9.19,9.3,7.75,13.97,12.73,12.88,26.57,27.05,32.87,27.35,NA,NA,NA,NA,141.15,88.26,61.06,42.27,46.92,47.68,44.19,45.09,47.72,48.54,51.35,54.71,55.14,48.97,42.56,27.76,16.98,15.65,14.79,18.35,17.96,19.49,22.08,24.77,28.02,31.33,33.64,34.89,37.54,46.34,50.35,50.17,50.2,51.83
"ukraine","ukr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.15,24.37,28.89,46.54,58.96,43.79,35.34,32.34,28.3,23.89,17.09,14.26,11.82,19.12,33.46,40.05,36.39,36.76,39.88,69.6,79.06,80.9,71.84,60.9,50.24,60.44,49.02,77.74,84.42,NA
"united arab emirates","are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"united kingdom","gbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.75,37.29,36.27,44.86,39.07,38.46,36.78,33.42,37.79,39.34,39.73,40.23,38.08,37.34,32.57,28.49,27.22,27.51,32.13,36.74,39.45,42.43,42.62,42.35,40.27,38.93,37.33,34.61,35,36.18,39.05,40.16,41.12,42.19,49.95,64.05,74.89,80.47,83.53,84.41,86.16,86.9,86.77,85.64,85.28,84.69,104.85,104.31,99.01,99.75,100.72
"united states","usa",78.2,68.2,66.34,64.6,64.96,59.52,55.37,52.25,53.66,50.9,48.84,48.71,46.68,45.1,43.09,40.28,37.6,37.44,35.81,32.96,32.59,32.45,31.07,28.57,27.51,31.08,32.22,32.13,31.2,29.79,30.59,30.33,34.48,37.39,39.2,42.9,46.38,47.56,47.96,48,50.08,53.55,55.8,57.39,56.7,56.35,55.72,53.1,50.07,46.85,41.38,39.05,38.55,39.37,41.25,42.01,42.12,41.78,43.19,53.49,61.77,70.43,74.94,79.28,81.2,82.13,83.77,84.56,83.44,86.39,92.64,104.65,101.42,100.18,102.69
"uruguay","ury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,9.3,9.12,7,7.61,8.13,8.67,7.26,5.64,3.98,4.59,4.32,13.48,21.16,39.46,29.03,34.6,37.33,34.83,NA,26.19,20.4,22.23,19.98,19.32,18.5,18.25,18.75,19.38,21.64,27.06,35.52,83.98,86.2,69.44,62.45,57.09,48.61,47.91,41.4,36.81,36.59,35.52,35.65,36.37,43.76,43.18,43.47,46.09,48.51,58.15,56.03,52.21,53.97,58.33
"uzbekistan, republic of","uzb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanuatu","vut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,4.54,3.99,5.05,6.55,8.22,13.66,14.47,18.19,21.16,20.79,21.04,20.27,21.6,24.06,23.06,22.94,28.05,30.62,36.11,37.04,38.81,38.26,30.41,26.27,22.16,19.48,21.21,21.12,20.22,21.3,19.28,18.63,20.23,36.28,42.45,52.63,45.26,45.1,48.02,48.54,43.06,40.6,44.6
"venezuela, república bolivariana de","ven",0.12,0.05,0.35,0.24,0.19,0.15,0.11,0.08,1.96,2.67,5.36,5.77,4.77,4.09,3.62,3.8,3.76,4.39,5.15,6.21,6.72,7.24,9.19,8.68,7.63,5.79,9.64,12.67,16.57,19.23,16.64,18.89,18.59,21.39,36.4,34.1,45.87,58.28,46.29,61.83,63.26,62.19,54.81,57.75,63.89,45.9,45.9,34.85,31.18,29.7,27.38,29.56,35.46,47.48,37.63,31.66,24.07,19.15,13.98,18.2,18.35,25.16,31.6,45.11,44.54,53.15,53.25,108.6,47.63,68.51,NA,NA,NA,NA,NA
"vietnam","vnm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.13,177.62,135.15,105.52,85.65,72.91,58.64,61.24,59.67,32.83,31.4,32.05,34.78,31.25,29.72,26.78,26.45,25.72,NA,32.46,30.87,31.41,34.16,36.99,39.77,42.08,41.11,39.48,37.6,39.02,38.69,NA,NA,NA
"west bank and gaza","wbg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.02,22.16,20.87,20.66,21.09,24,19.25,23.72,22.98,23.96,22.72,26.28,29.8,30.23,33.95,37.07,31.03,31.78,33.14,34.47,47.08,50.18,47.12,48.5,NA
