"country_name","country_code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"oman","omn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.07,0.08,0.1,0.13,0.15,0.18,0.22,0.26,0.28,0.3,0.34,0.33,0.49,0.75,1.01,1.16,1.16,1.58,2.51,3.06,3.21,3.36,3.7,4.12,3.6,3.8,3.7,4.13,5.15,5,5.49,5.51,5.69,6.08,6.73,6.98,6.17,6.86,8.56,8.54,8.87,9.51,10.91,13.65,16.37,18.57,26.84,21.32,24.99,29.8,33.61,34.58,35.64,30.26,28.89,31.09,35.18,33.86,29.19,33.58,42.24,40.72,41.12
"pakistan","pak",23.67,25.93,24.99,24.95,24.24,26,30.84,32.68,32.2,36.34,38.3,42.07,44.03,44.2,47.97,52.66,59.58,63.42,66.69,71.05,72.45,78.6,83,109.21,146.01,184.63,206.96,236.59,271.65,319.39,382.3,452.24,526.96,592.36,682.44,767.55,836.44,930.64,1097.93,1249.8,1399.87,1662.82,1971.07,2179.82,2553.14,3051.66,3467.48,3971.43,4379.22,4805.63,5147.1,5655.82,6030.12,6581.62,7611.68,8619.23,9689.07,11165.23,12647.14,14705.7,16507.05,19731.03,22344.64,25042.17,27952.82,30425.88,32725.05,35552.82,39189.81,43798.4,47540.41,55836.23,66657.87,83948.77,105615.57
"panama","pan",0.31,0.32,0.34,0.36,0.37,0.4,0.42,0.46,0.46,0.49,0.5,0.56,0.61,0.68,0.73,0.8,0.87,0.97,1.05,1.15,1.24,1.4,1.54,1.76,2.01,2.24,2.38,2.51,2.98,3.4,4.25,4.81,5.32,5.46,5.7,6.03,6.27,6.29,5.44,5.46,5.93,6.52,7.41,8.1,8.63,8.83,10.41,11.24,12.19,12.77,12.96,13.17,13.68,14.42,15.81,17.24,19.11,22.07,26.07,28.1,30.51,35.95,41.9,47.26,51.74,56.06,60.02,64.47,67.29,69.72,57.09,67.41,76.52,83.38,87.69
"papua new guinea","png",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.43,0.46,0.49,0.51,0.54,0.58,0.63,0.67,0.7,0.78,0.9,0.97,1.15,1.47,1.63,1.73,2.08,2.27,2.62,2.74,2.7,2.81,3.17,3.14,3.25,3.43,3.53,4.68,4.5,4.54,5.33,6.24,7.19,8.17,9.15,10.04,10.46,11.53,13.04,14.38,15.36,17.09,19.56,20.23,22.77,25.54,28.3,31.51,32.01,38.75,42.64,44.37,47.72,57.13,60.14,65.04,72.52,79.4,83.84,82.52,91.63,111.39,110.62,122.26
"paraguay","pry",NA,2.57,4.64,8.2,11.52,15.02,19.19,24.06,27.51,31.14,37.11,42.58,46.69,49.39,52.23,57.31,59.66,64.32,67.14,71.17,73.4,81.06,94.51,113.99,154.44,175.35,197.04,242.03,296.09,395.03,515.95,657.66,689.17,764.67,991.18,1292.43,1706.82,2318.9,3071.21,4273.29,6031.16,9255.68,10738.28,12645.36,14992.33,17789.15,20132.86,21702.87,25248.61,27563.44,30874.09,34883.19,41135.7,49411.96,57501.99,66335.83,75681.66,89866.05,107403.59,111030.93,129092.88,141486.45,147225.51,166350.81,180174.06,188477.33,204647.27,219122.28,230576.48,236681.5,239914.73,270633.9,292946.79,314281.97,332570
"peru","per",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,5.32,26.26,43.99,68.08,94.73,115.57,130.81,149.75,157.83,164.77,175.86,178.98,189.74,203.61,225.69,244.65,286.31,319.69,354.83,367.05,421.58,471.99,509.76,548.7,578.49,614.25,662.79,706.23,748.1,777.52,721.69,877.97,937.19,1001.33,1085.22
"philippines","phl",8.38,9.33,9.77,10.36,10.72,11.42,12.48,13.61,14.38,15.68,16.78,18.28,20.44,23.81,25.74,27.93,30.58,34.52,37.32,39.86,47.52,57.37,66.11,81.89,115.08,132.69,150.31,173.54,200.66,248.59,278.54,321.79,362.45,421.76,599.34,653.51,695.8,780.22,913.26,1057.54,1227.88,1422.96,1541.53,1682.42,1932.66,2176.58,2481.3,2773.37,3046.22,3347.59,3697.56,4024.4,4350.56,4717.81,5323.9,5917.28,6550.42,7198.24,8050.2,8390.42,9399.45,10144.66,11060.59,12050.59,13206.83,13944.16,15132.38,16556.65,18265.19,19517.86,17951.58,19410.62,22028.28,24313.56,26446.37
"poland, republic of","pol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.11,0.12,0.12,0.13,0.15,0.16,0.17,0.19,0.22,0.25,0.25,0.28,0.56,0.69,0.86,1.05,1.3,1.7,2.97,9.68,59.28,85.58,121.54,164.81,236.84,338.95,424.59,517.99,603.97,669.09,748.18,783.55,814.76,850,937.34,993.29,1073.37,1189.43,1290.42,1375.64,1441.65,1563.94,1622.24,1637.77,1710.19,1809.56,1865.96,1996.84,2147.59,2313.93,2362.91,2661.52,3100.85,3401.61,3617.44
"portugal","prt",0.25,0.28,0.29,0.31,0.32,0.34,0.36,0.38,0.39,0.42,0.46,0.5,0.53,0.57,0.62,0.69,0.76,0.85,0.92,1.01,1.13,1.27,1.48,1.77,2.13,2.37,2.95,3.94,4.95,6.25,8.14,9.92,12,15.33,18.83,23.11,28.25,33.28,39.72,46.93,56.35,64.62,72.64,75.97,82.37,89.03,94.35,102.33,111.35,119.6,128.41,135.78,142.55,146.07,152.25,158.55,166.26,175.48,179.1,175.42,179.86,176.32,168.54,170.68,173.19,179.39,186.38,195.51,205,214.49,201.03,216.49,243.96,267.92,285.19
"qatar","qat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.62,0.77,0.91,1.2,1.62,2.17,2.86,3.82,5.07,6.45,8.2,10.66,11.86,12.98,18.1,24.37,26.84,23.54,20.04,20.78,19.44,15.34,16.16,15.51,16.39,22.81,20.31,23.24,21.13,21.64,24.97,28.25,36.31,30.9,41.01,65.83,63.69,70.38,86.32,111.57,162.48,213.41,276.59,409.94,321.03,435.73,610.7,680.07,723.37,750.66,588.73,552.31,586.4,667.34,641.99,525.66,654.23,857.98,775.33,806.09
"romania","rou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.09,0.22,0.61,2.02,5.03,7.29,11,25.55,37.76,55.13,80.87,117.39,152.27,191.92,244.69,286.86,342.76,425.69,539.83,530.92,540.45,587.24,621.21,631.63,668.91,712.55,752.13,851.62,959.66,1066.59,1069.63,1192.28,1389.45,1604.55,1766.07
"russian federation","rus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.61,0.69,1.49,20.36,183.68,654.26,1530.71,2151.37,2509.96,2817.61,5167.82,7827.47,9582.54,11604.47,14152.13,18243.96,23153.9,28840.56,35623.16,44226.32,41580.16,49617.63,60114,68103.45,72985.7,79030.04,83087.36,85616.08,91843.15,103861.65,109608.31,107658.13,134727.47,156940.99,176413.86,200039.54
"rwanda","rwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21,18.72,19.47,20.01,19.27,21.3,21.69,24.1,27.18,30.31,33.81,34.39,35.55,40.2,53.08,70.49,76.93,91.96,103.99,125.1,138.64,157.39,167.9,182.25,203.91,222.62,218.27,220.32,226.21,247.1,244.03,272.73,309.78,321.8,199.51,385.39,488.41,648.28,718.39,720,806,871,935,1150,1372,1637,1832,2226,2833,3225,3571,4133,4702,5057,5623,6150,6845,7694,8299,9308,9597,10943,13720,16626,18785.4
"samoa","wsm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.07,0.08,0.08,0.1,0.12,0.12,0.15,0.17,0.21,0.24,0.25,0.26,0.29,0.32,0.42,0.42,0.48,0.51,0.4,0.6,0.63,0.72,0.79,0.79,0.84,0.94,1,1.08,1.2,1.33,1.43,1.54,1.74,1.76,1.73,1.78,1.78,1.82,1.85,2,2.21,2.24,2.25,2.39,2.34,2.17,2.17,2.56,2.94
"san marino, republic of","smr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.07,0.09,0.11,0.13,0.16,0.19,0.22,0.25,0.28,0.31,0.34,0.37,0.41,0.45,0.5,0.52,0.59,0.66,0.76,0.82,0.86,0.94,1.04,1.09,1.18,1.21,1.29,1.38,1.44,1.52,1.6,1.63,1.48,1.42,1.3,1.25,1.26,1.26,1.28,1.33,1.35,1.4,1.44,1.35,1.57,1.74,1.85,1.91
"são tomé and príncipe, democratic republic of","stp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.1,0.15,0.3,0.42,0.5,0.55,0.61,0.63,0.73,0.89,1.03,1.32,1.66,1.96,2.76,3.25,3.53,4.02,4.41,4.97,5.45,5.78,6.51,7.06,8.02,9.11,10.21,10.94,12.69,15.5,18.02
"saudi arabia","sau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,12.86,14.26,14.59,15.53,16.14,16.98,17.1,18.96,20.95,24.2,32.24,40.05,55.4,161.22,164.53,225.94,261.52,272.87,375.94,547.38,623.37,525.33,446.29,421.56,376.32,322.02,320.93,330.52,357.06,440.53,495.18,513.4,497.96,506.23,536.82,594.19,621.53,550.41,606.44,710.68,690.52,711.02,809.28,970.28,1230.77,1411.49,1558.83,1949.24,1609.12,1980.78,2537.38,2781.94,2826.99,2874.77,2510.57,2497.5,2681.23,3174.69,3144.62,2753.52,3278.09,4157.14,4003.44,4070.09
"senegal","sen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.59,208.04,214.75,221.67,217.38,213.17,209.04,205,216.72,217.29,241.81,251,283.47,297.67,358.55,508.74,554.85,622.5,636.67,748.9,916.48,1068.85,1265.27,1308.97,1463.81,1647.81,1796.6,1875.78,1838.51,1940.65,1927.19,1962.13,1968.05,1986.14,2635.14,3007.53,3222.88,3424.69,3764.28,4057.71,4270.61,4766.32,4860.43,5084.96,5313.89,5804.6,6111.29,6698.1,7516.88,7593.3,7976.73,8394.96,9016.87,9343.92,9775.04,10508.65,11283.4,12191.8,12840.09,13712.8,14101,15287.93,17272.18,18573.35,19939.52
"serbia, republic of","srb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,32.51,34.36,63.01,123.9,160.54,210.69,243.48,462.78,909.98,1154.7,1358.61,1567.29,1890.29,2235.82,2623.86,3021.36,3173.31,3384.05,3758.42,3967.88,4296.74,4341.97,4493.63,4698.76,4953.98,5287.99,5669.24,5764.15,6576.02,7458.76,8817.76,9638.52
"seychelles","syc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.07,0.09,0.1,0.14,0.17,0.19,0.23,0.37,0.49,0.59,0.81,0.94,0.97,0.97,0.99,1.07,1.2,1.28,1.4,1.53,1.72,1.97,1.98,2.22,2.46,2.46,2.42,2.5,2.83,3.2,3.33,3.51,3.64,3.82,3.81,4.62,5.06,5.61,6.93,9.15,11.53,11.71,12.61,14.52,16.01,17.69,19.07,20.89,22.87,24.82,26.22,24.36,25.16,28.81,30.66,31.5
"sierra leone","sle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.28,0.29,0.31,0.38,0.42,0.46,0.5,0.53,0.61,0.69,0.78,0.81,0.88,1.05,1.3,1.48,1.62,1.86,2.57,2.84,3.36,4.04,5.35,8.24,14.23,33.67,62.05,97.15,164.17,228.57,535.18,788.96,1013.6,1242.93,1527.72,2014.34,1938.68,2442.41,2805.72,3090.54,3448.5,4188.78,5230.6,6362.23,7918.16,9316.03,10300.28,11678.79,12849.05,16604.63,20870.49,24960.66,29210.11,29549.59,34263.41,37966.54,42989.95,50687.21,58778.88,65748.4,74800.72,100007.15,136604.08,172898.64
"singapore","sgp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,2.32,2.51,2.76,2.71,2.92,3.31,3.83,4.38,4.98,5.68,6.5,7.54,10.05,13.08,13.98,14.86,16.52,18.37,21.14,25.87,30.35,33.98,38.06,41.73,40.86,40.89,45.55,53.43,61.31,70.49,78.54,84.92,97.92,112.56,124.46,135.78,148.66,143.47,146.25,165.63,160.89,165.7,170.12,194.43,212.72,236.16,272.7,273.94,282.39,326.98,351.37,368.77,384.87,398.95,423.44,441.61,474.59,508.68,513.14,481.76,586.55,701.77,678.69,731.44
"slovak republic","svk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08,11.59,12.04,14.16,17.06,20.03,22.25,24.58,26.8,28.61,31.63,34.31,37.27,41.21,46,50.28,56.35,63.18,68.56,64.06,68.73,71.63,73.73,74.64,76.56,80.38,81.62,84.96,90.28,94.55,94.32,101.96,110.09,122.92,129.97
"slovenia, republic of","svn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.21,6.45,7.81,9.05,10.57,12.13,13.81,15.29,17.15,18.73,20.94,23.27,25.38,27.42,28.91,31.29,34.94,37.74,35.83,36.05,36.78,35.93,36.04,37.27,38.49,40.01,42.63,45.46,48.16,46.74,52.02,56.91,63.95,66.97
"solomon islands","slb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.07,0.07,0.08,0.09,0.11,0.14,0.15,0.17,0.19,0.21,0.23,0.25,0.26,0.31,0.37,0.4,0.54,0.62,0.79,0.96,1.33,1.6,1.82,1.96,2.2,2.36,2.14,2.16,2.34,2.65,2.98,3.59,4.1,4.75,5.42,5.93,6.83,8.02,8.72,9.39,9.85,10.35,10.96,11.59,12.85,13.23,12.62,12.23,12.77,13.91,14.89
"south africa","zaf",3.55,3.86,4.14,4.7,5.06,5.34,5.75,6.08,6.27,6.64,7.11,7.48,7.97,8.66,9.51,10.48,11.34,12.59,13.38,14.6,16.01,17.79,19.33,22,26.3,30.53,34.46,38.31,44.15,52.83,69.64,81.74,93.28,107.18,125.21,143.66,167.62,196.55,236.39,283.39,326.13,373.34,419.12,480.99,545.09,622.9,701.8,778.65,845.73,925.69,1053.14,1165.94,1360.68,1490.4,1652.43,1837,2057.59,2346.65,2611.63,2794.23,3055.61,3327.05,3566.39,3868.63,4133.87,4420.79,4759.56,5078.19,5363.19,5625.21,5562.76,6220.15,6655.52,7023.99,7336.24
"south sudan, republic of","ssd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62,27.05,34.9,52.09,33.24,44.09,44.77,54.75,113.6,147.93,380.88,639.09,899.75,1837.78,4305.22,6694.87,12167.84
"spain","esp",1.66,2.09,2.16,2.11,2.45,2.75,3.17,3.7,4.26,4.39,4.5,5.17,6.04,7.14,7.99,9.28,10.74,12.06,13.53,15.38,17.1,19.41,22.81,27.51,33.88,39.93,48,60.89,74.51,87.11,99.32,113.2,130.05,148.45,166.35,185.41,211.43,236,261.8,293.61,327.33,359.28,386.87,403.22,427.48,460.26,488.95,518.97,555.56,595.24,647.57,700.96,749.74,802.68,860.06,928.12,1004.98,1077.54,1112.43,1072.99,1077.15,1068.69,1035.96,1025.65,1038.95,1087.11,1122.97,1170.02,1212.28,1253.71,1129.21,1235.47,1373.63,1498.32,1591.63
"sri lanka","lka",6.18,7.12,6.48,6.76,7.36,8.27,7.35,7.51,7.77,8.32,8.72,8.95,9.15,11.42,12.51,12.85,13.48,14.62,16.15,18.76,23.01,23.61,27.06,30.72,35.88,40.09,42.37,44.54,52.2,64.1,85.87,104,121.42,148.78,188.11,198.67,219.59,240.69,271.59,308.19,393.7,455.56,520.33,611.22,708.51,817.02,939.8,1089.25,1245.51,1353.15,1538.72,1721.95,1935.44,2155.98,2473.47,2901.65,3476.46,4233.6,5217.85,5720.16,6629.67,7491.16,8989.3,9938.39,10775.31,11566.99,12812.97,14387.32,15351.93,15910.98,15646.25,17612.37,24063.16,27419.8,29898.57
"st. kitts and nevis","kna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.04,0.05,0.07,0.08,0.1,0.11,0.13,0.16,0.19,0.21,0.21,0.24,0.27,0.32,0.37,0.44,0.48,0.55,0.54,0.6,0.66,0.73,0.79,0.84,0.95,0.99,1.05,1.14,1.24,1.3,1.27,1.37,1.48,1.74,1.86,2.1,2.09,2.1,2.26,2.23,2.36,2.57,2.58,2.72,2.86,2.91,2.99,2.39,2.32,2.65,2.85,3.02
"st. lucia","lca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.08,0.09,0.1,0.14,0.17,0.23,0.27,0.32,0.39,0.46,0.52,0.49,0.53,0.68,0.77,0.92,1.01,1.16,1.31,1.56,1.66,1.82,1.85,1.93,2.06,2.13,2.17,2.37,2.49,2.52,2.41,2.43,2.66,2.88,3.06,3.42,3.59,3.85,3.78,4,4.24,4.31,4.48,4.72,4.88,5.05,5.4,5.56,5.66,4.05,5.04,6.33,6.56,6.81
"st. vincent and the grenadines","vct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.13,0.14,0.18,0.21,0.24,0.3,0.33,0.36,0.39,0.42,0.47,0.51,0.58,0.63,0.7,0.74,0.81,0.83,0.84,0.92,0.97,1.01,1.09,1.14,1.15,1.25,1.32,1.37,1.48,1.56,1.74,1.93,1.97,1.93,1.94,1.93,1.96,2.07,2.08,2.12,2.2,2.28,2.39,2.46,2.33,2.4,2.62,2.89,3.14
"sudan","sdn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.08,0.1,0.18,0.3,0.84,1.73,3.89,10.48,16.14,21.94,27.06,33.77,40.66,47.76,55.73,68.72,85.71,98.29,119.84,135.51,134.21,170.99,209.07,225.8,314.08,440.7,506.35,743.95,886.33,1362.49,2014.63,5126.17,14667.29,18835.92,26063.75,55832.25
"suriname","sur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.12,0.44,0.49,0.53,0.64,1.09,1.79,2.54,3.46,4.5,5.47,6.54,7.72,8.63,10.38,11.39,12.84,15.47,17.6,18.18,18.52,17.51,20.66,26.89,29.82,31.73,38.72,60.73,89.47,127.07,147.28
"sweden","swe",35.68,43.95,47.79,49.43,52.36,56.29,61.16,65.34,69.02,73.55,80.04,87.07,94.43,102.21,113.99,125.43,136.44,148.1,157.16,170.67,191.12,206.65,226.11,251.62,284.23,333.79,377.52,410.61,457.7,513.03,590.33,645.11,706.19,791.93,890.28,968.74,1059.75,1147.22,1254.17,1388.89,1529.39,1636.62,1639.92,1655.12,1764.66,1904.97,1957.83,2048.08,2153.55,2266.55,2408.79,2504.8,2603.44,2701.42,2826,2927.14,3117.51,3312.15,3391.89,3324.15,3551.53,3704.84,3724.51,3804.99,3963.68,4231.75,4402.73,4582.91,4792.29,5033.44,5020.98,5464.88,5865.21,6212.14,6447.5
"switzerland","che",22.72,24.91,26.32,27.62,29.27,31.57,33.95,36.11,37.13,39.43,43.37,48.79,54.11,59.5,65.95,70.63,75.85,81.65,87.18,94.47,105.36,119.69,135.62,151.14,163.97,162.87,164.97,169.42,176.25,184.24,205.22,220.25,233.26,240.39,257.06,272.65,286.16,296.88,315.14,340.49,369.39,385.75,393.41,401.92,412.01,417.52,420.54,427.88,439.64,447.01,471.7,483.97,482.51,487.67,501.7,520.81,554.07,589.47,614.04,602.69,624.01,635.72,643.77,655.09,665.71,667.71,677.73,684.9,709.86,717.33,696.04,744.51,791.1,804.03,824.74
"syrian arab republic","syr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,3.57,4.32,4.44,5.14,5.07,5.2,5.73,5.66,6.74,6.61,7.69,9.42,10.97,15.09,20.38,24.73,27.26,32.69,38.97,51.27,65.78,68.79,73.29,75.34,83.23,99.93,127.71,186.05,208.89,268.33,311.56,371.63,413.76,506.1,570.98,690.86,745.57,790.44,819.09,947.13,1010.15,1118.11,1074.16,1266.89,1506.44,1726.4,2020.84,2448.06,2520.71,2791.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taiwan province of china","twn",NA,13.69,19.18,25.57,28.11,33.49,38.49,45.02,50.51,58.31,70.38,78.96,87.05,98.51,115.09,127.41,142.41,164.7,192.08,219.73,253.35,293.76,342.62,418.35,559.94,601.62,721.34,845.37,1011.16,1219.18,1522.11,1804.43,1938.02,2169.45,2418.24,2535.06,2965.45,3344.94,3615.66,4032.46,4474.29,5018.02,5609.36,6200.15,6779.4,7391.06,8031.31,8705.15,9366.34,9804.5,10328.55,10119.43,10630.91,10924.03,11596.24,12036.68,12572.59,13363.92,13115.1,12919.45,14060.35,14262.2,14677.77,15270.73,16258.05,17055.08,17555.27,18012.39,18420.04,18974.1,20023.75,21773.29,22820.43,23596.73,25125.24
"tajikistan, republic of","tjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.01,0.02,0.06,0.31,0.63,1.03,1.35,1.81,2.51,3.34,4.76,6.16,7.2,9.27,12.78,17.61,20.62,24.7,30.07,36.16,40.52,45.61,48.4,54.79,64.43,71.06,79.11,83.96,101.08,115.74,128.98,146.33
"tanzania, united republic of","tza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,8.69,9.44,10.45,12.78,13.01,14.93,15.56,16.69,17.53,19.45,20.8,23.68,27.77,33.9,40.3,51.76,61.19,68.19,76.91,89.28,106.74,129.11,149.29,175.94,224.43,295.98,400.12,615,769.62,1008.78,1319.15,1663.55,2095.46,2791.7,3668.05,4575.36,5718.08,7631.15,8770.96,9900.61,11051.22,12683.64,14702.61,16966.87,19387.99,23633.85,27155.84,33236.64,38269.96,44467.11,53522.18,62318.66,72977.2,82603.39,94349.32,108362.32,120358.17,123997.77,134540.19,145384.35,156167.14,170820.03,188588.05,208374.22
"thailand","tha",26.22,29.16,31.76,33.01,35.26,36.36,40.07,46.77,48.77,52.17,57.79,63.13,68.29,74.7,79.01,85.41,99.66,112.05,123.78,136.83,145.59,153.05,168.27,212.61,278.71,314.43,355.98,410.64,491.01,581.16,684.36,785.51,869.4,951.42,1020.73,1091.39,1170.83,1342.85,1611.32,1918.33,2263.47,2583.49,2935.65,3263.43,3689.09,4217.61,4638.6,4710.31,4701.55,4789.83,5069.82,5345,5769.58,6317.3,6954.28,7614.41,8400.64,9076.3,9706.93,9658.67,10808.15,11306.91,12357.34,12915.16,13230.3,13743.48,14590.34,15488.66,16373.34,16889.17,15661.29,16186.63,17378,17954.67,18578.92
"timor-leste, democratic republic of","tls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.23,0.3,0.34,0.38,0.42,0.47,0.43,0.48,0.32,0.37,0.48,0.47,0.49,0.44,0.46,0.45,0.54,0.65,0.73,0.88,1.04,1.16,1.4,1.45,1.59,1.64,1.58,1.56,2.03,2.16,3.62,3.21,2.08,2.01
"togo","tgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.69,51.78,55.44,60.54,69.55,77.41,86.68,89.48,93.82,110.98,120.12,135.65,151.66,150.59,177.13,207.73,230.82,298.37,334.07,376.14,421.39,450.02,458.82,506.99,533.86,575.5,621.54,633.35,698.59,734.22,754.77,772.89,760.52,619.83,942.14,1118.31,1252.51,1455.42,1392.84,1456.91,1429.23,1464.53,1597.08,1655.05,1607.56,1622.67,1657.24,1799.65,2042.17,2220.67,2348.49,2555.32,2763.92,2974.13,3156.75,3402.69,3597.81,3708.9,3904.41,4097.07,4253.19,4621.48,5068.94,5507.18,5926.64
"tonga","ton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.07,0.08,0.09,0.09,0.11,0.13,0.15,0.16,0.17,0.19,0.22,0.23,0.25,0.26,0.27,0.27,0.27,0.29,0.31,0.33,0.35,0.4,0.44,0.47,0.51,0.59,0.6,0.65,0.65,0.71,0.76,0.72,0.78,0.8,0.85,0.93,1.02,1.07,1.12,1.15,1.18,1.18,1.2,1.28
"trinidad and tobago","tto",0.32,0.41,0.45,0.52,0.55,0.64,0.75,0.88,0.96,1.07,1.15,1.26,1.33,1.47,1.56,1.63,1.87,2.02,2.26,2.32,2.54,2.68,3.04,3.59,4.54,5.45,6.49,8.17,8.54,11.24,15.22,17.07,19.87,18.95,18.94,18.38,17.56,17.57,17.58,18.69,21.91,22.95,23.52,24.91,29.82,32.24,35.18,36.49,38.72,43.63,52.26,55.85,57.16,72.16,84.86,101.86,117.41,138.82,177.32,123.46,143.59,165.29,174.55,184,188.9,171.18,157.55,161.68,161.75,159.32,141.71,163.4,192.56,172.06,172.29
