"country_name","country_code","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"liberia","lbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.139,305.905,311.765,231.88,286.096,293.48,333.148,388.146,464.439,470.219,505.372,582.626,646.671,716.567,708.828,691.379,709.827,706.226,677.356,623.887,589.81,667.17,739.665,799.279,851.188,910.094,963.723,1011.053,1057.192,1107.839,1164.896,1229.634
"libya","lby",12889.183,10644.756,10134.943,9268.43,8319.408,8228.6,6453.355,5751.953,5732.365,5817.147,7114.795,7700.607,7641.507,6742.398,6163.116,6875.824,7383.953,7444.158,6014.848,7115.493,7445.315,6515.168,3835.521,4809.392,5936.162,8338.253,10048.85,11174.167,13921.085,9544.486,11600.901,7593.955,14976.125,11952.313,8928.256,7458.606,7525.934,9965.184,11195.934,9960.728,6655.841,4935.573,5991.494,6016.949,6685.901,5998.587,6962.074,6579.566,6471.987,6414.904,6339.399,6238.035
"st. lucia","lca",1411.274,1589.058,1479.312,1571.303,1976.229,2200.781,2589.062,2816.381,3180.56,3563.604,4200.978,4394.216,4755.802,4760.861,4888.36,5143.208,5239.997,5279.522,5667.451,5879.228,5875.92,5565.558,5563.749,6054.506,6490.831,6859.33,7605.737,7931.492,8450.258,8239.063,8676.827,9131.237,9259.731,9577.216,10044.83,10334.98,10638.133,11333.12,11642.689,11794.236,8479.012,10470.677,13052.868,13367.086,14269.792,14602.77,15135.335,15723.518,16328.168,16939.75,17527.416,18209.219
"liechtenstein, principality of","lie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82744.002,81267.915,86422.28,97243.459,108640.079,114293.013,124150.055,142492.527,155978.329,136253.237,153152.221,171011.833,160395.488,168956.728,174842.086,163585.076,161806.823,167258.499,174385.361,166126.24,163997.557,201297.542,187182.546,205907.27,207033.982,217927.883,226809.136,230699.758,236883.869,244327.248,252007.222,259928.886
"sri lanka","lka",333.918,342.812,365.498,389.999,452.288,443.046,470.142,484.746,501.62,498.479,564.868,611.088,651.332,689.023,787.255,829.22,903.331,1003.944,1026.15,1025.7,1065.469,1017.154,1061.683,1162.71,1259.771,1477.595,1698.156,1928.714,2410.801,2472.242,2894.26,3320.074,3446.355,3737.366,3969.713,4057.742,4150.367,4401.055,4360.149,4082.694,3846.175,3999.337,3362.507,3799.198,4515.598,NA,NA,NA,NA,NA,NA,NA
"lesotho, kingdom of","lso",302.575,299.298,242.848,261.385,228.269,177.343,198.863,254.557,284.896,292.125,351.015,403.188,460.487,454.975,474.42,528.732,495.329,516.555,474.728,467.52,459.874,386.835,429.257,632.792,810.571,885.633,884.317,900.314,840.048,977.722,1180.293,1276.47,1211.567,1140.176,1190.678,1046.358,1035.572,1123.793,1132.268,1051.587,935.912,1080.365,995.01,963.377,1075.413,1206.282,1241.393,1277.606,1321.047,1367.22,1415.865,1472.003
"lithuania, republic of","ltu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857.7,2343.379,2841.519,3179.097,3126.07,3297.833,3532.166,4148.234,5505.057,6724.743,7860.969,9216.84,12306.172,15009.647,11884.94,11846.807,14266.787,14297.004,15642.218,16473.748,14272.196,14927.805,16795.91,19258.849,19612.26,20407.379,23893.846,24963.397,27995.627,29598.462,32839.049,36544.685,38088.27,40256.04,42299.154,44689.305,46955.206
"luxembourg","lux",17666.822,15190.151,12464.077,12234.721,11984.326,12393.837,17950.08,22149.615,24875.596,26227.017,33067.032,35346.644,39061.19,39483.229,43307.076,50705.305,49719.082,44202.752,45636.752,49341.44,48984.386,48719.11,53227.765,66160.728,77030.646,81728.362,91478.072,108344.137,121615.841,110249.419,112049.15,120526.518,113953.492,121423.168,125200.378,106710.076,107948.007,111211.579,118135.266,113830.259,117570.398,136190.678,125295.365,134402.55,138757.218,148246.975,158733.346,161340.18,164639.743,168140.316,171698.231,175281.024
"latvia, republic of","lva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.21,990.424,1671.292,2096.127,2348.382,2597.492,2882.142,3053.207,3260.181,3480.782,3987.891,4892.173,6075.411,7259.743,9180.485,13338.82,15647.205,11909.596,11086.477,12933.575,13270.873,14407,15131.397,13265.841,13768.519,15066.124,17195.706,17241.515,17483.696,20181.834,20276.131,22725.284,23499.359,26116.424,28912.654,30618.88,32334.816,34016.679,35760.719,37605.314
"macao special administrative region, people's republic of china","mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15723.751,16733.977,18461.835,23005.586,25109.973,28970.428,34268.703,38286.226,39825.584,51139.231,66116.861,74215.592,84870.985,86341.583,69481.454,69723.747,77012.751,82523.949,80966.993,37007.848,44838.869,37053.475,66734.813,71868.75,74465.49,76445.765,79276.583,82458.567,85903.622,89457.105,92161.207
"morocco","mar",1225.165,969.43,953.628,842.002,752.278,741.673,956.733,1030.894,1193.499,1200.487,1351.48,1418.361,1453.799,1340.916,1482.245,1600.892,1738.76,1552.887,1633.979,1604.279,1477.317,1481.074,1566.25,1908.69,2158.703,2232.944,2427.109,2759.516,3189.2,3162.86,3134.698,3367.347,3224.712,3463.601,3519.583,3235.57,3235.218,3401.256,3615.592,3622.679,3375.438,3911.053,3579.092,3945.134,4297.716,4841.625,5107.302,5545.383,5887.434,6278.609,6692.909,7152.089
"moldova, republic of","mda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.058,373.927,389.592,485.354,572.302,653.525,575.974,398.41,448.062,505.784,569.109,680.272,894.061,1031.422,1179.323,1526.379,2102.942,1890.647,2428.106,2930.062,3031.129,3307.351,3276.874,2734.165,2825.817,3422.643,4121.047,4371.701,4361.472,5213.541,5662.201,6704.941,7513.614,8542.376,9354.073,10316.736,11383.017,12553.975,13838.89,15333.74
"madagascar, republic of","mdg",599.371,534.073,522.936,498.801,404.876,383.873,427.478,307.636,297.42,288.402,347.714,280.355,311.649,331.998,279.38,295.539,368.663,309.351,310.104,292.558,307.335,350.5,334.838,387.055,298.635,335.388,355.397,459.855,561.654,488.901,492.67,553.45,538.541,560.939,548.905,481.807,489.439,528.379,535.948,531.75,477.375,509.43,529.747,538.751,575.042,621.923,655.51,690.201,739.772,794.001,852.558,907.458
"maldives","mdv",412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,1091.55,1184.664,1343.012,1479.446,1591.14,1903.164,2107.646,2553.999,2658.855,2842.658,2967.253,2780.451,2952.215,3690.798,4238.046,3960.437,5268.793,6128.48,7337.951,7450.805,8086.697,8078.305,8719.582,9766.235,10787.471,11838.621,12435.588,13373.779,14762.266,15374.179,9803.066,13632.494,15782.069,16637.107,17454.01,18658.31,19463.844,20421.09,21336.284,22263.967,23224.482,24304.118
"mexico","mex",3557.305,4461.156,3162.5,2519.488,2904.686,3015.01,2043.27,2194.692,2631.484,3144.69,3640.26,4281.697,4873.452,5933.292,6086.828,4109.778,4597.153,5484.708,5759.186,6435.62,7467.739,7902.129,7934.694,7390.343,7806.561,8626.151,9456.912,10063.621,10438.499,8346.772,9632.818,10554.35,10631.077,11099.184,11272.395,9915.089,8999.57,9542.783,9970.967,10251.145,8744.029,10207.315,11287.534,13683.652,13838.574,13741.296,15779.319,16411.669,17070.678,17753.135,18463.785,19212.67
"marshall islands, republic of the","mhl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2229.856,2241.09,2230.968,2246.583,2426.822,2657.16,2625.136,2634.183,2695.09,2780.785,2904.991,2793.934,2892.871,3043.357,3241.393,3437.541,3595.842,3651.958,3680.813,4143.728,4547.783,4850.533,5274.862,5502.426,6158.837,6247.248,6527.13,7434.007,8451.101,9677.222,10664.22,11355.243,12013.74,12623.76,13264.756
"north macedonia, republic of","mkd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263.863,1383.543,1824.418,2387.158,2348.109,1980.429,1888.755,1931.989,1878.237,1839.616,1974.061,2440.813,2810.198,3120.189,3439.886,4204.25,5027.419,4798.698,4837.184,5419.281,5052.953,5629.487,5933.37,5264.132,5605.436,5970.578,6719.639,6720.332,6672.521,7625.26,7619.429,8679.093,9292.857,10545.559,11966.551,12874.958,13768.266,14621.055,15479.128,16354.448
"mali","mli",359.12,290.48,213.778,186.279,169.07,190.379,249.174,282.067,307.026,367.737,353.906,383.297,386.122,372.801,271.679,327.784,357.679,317.782,354.23,362.426,301.231,340.387,376.862,435.324,489.09,544.845,577.981,668.768,767.958,771.537,780.056,938.813,873.734,902.271,948.905,838.616,873.579,925.33,998.811,974.017,956.837,1030.01,981.994,1044.072,1093.078,1190.23,1300.833,1357.816,1414.055,1472.243,1533.411,1597.123
"malta","mlt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8906.769,9034.511,9074.529,9544.694,9903.714,10397.838,10403.09,11307.263,13654.823,15276.944,15873.473,16748.278,19655.101,22487.727,21318.804,21989.786,23585.252,23028.989,25617.752,27772.945,25847.297,26738.152,30816.538,34035.11,33145.433,31837.431,38253.047,36437.565,41752.063,45295.23,49297.136,53560.411,55581.798,57779.045,60243.259,62901.359,65745.45
"myanmar","mmr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.684,142.49,168.91,153.872,147.86,188.165,226.293,253.576,282.385,368.827,522.76,629.299,771.128,1076.919,1171.374,1246.954,1290.483,1161.308,1220.277,1273.4,1291.151,1430.11,1452.87,1035.087,1254.474,1234.362,1408.411,1502.265,1519.109,1565.426,1686.061,1843.887,1909.589,1978.24
"montenegro","mne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594.297,1890.828,2077.739,2741.669,3374.686,3674.385,4422.786,5980.872,7389.204,6719.371,6684.094,7264.239,6556.63,7102.88,7344.064,6421.649,6966.089,7671.578,8677.527,8750.222,7549.44,9322.057,10046.083,12261.695,13259.471,14784.152,16377.088,17299.13,18208.25,19178.355,20168.618,21214.006
"mongolia","mng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.653,1324.852,722.215,352.304,419.198,647.441,592.439,511.954,480.917,445.544,473.198,521.317,566.403,639.373,789.958,989.177,1321.606,1616.138,2109.269,1687.55,2602.373,3702.359,4281.33,4293.834,4081.015,3800.11,3575.095,3612.716,4078.182,4309.049,3965.097,4482.853,4959.141,5796.476,6712.455,7079.319,7853.048,8356.086,8866.04,9405.042,9974.597,10580.122
"mozambique, republic of","moz",396.816,300.914,300.392,263.659,270.38,353.788,413.827,187.301,164.966,171.727,271.733,289.247,202.714,200.623,197.895,197.737,252.506,297.228,330.149,364.482,334.841,310.076,317.135,340.566,398.646,432.738,451.128,498.838,579.997,535.666,484.961,604.414,671.212,672.832,683.942,599.4,433.672,463.005,510.38,512.216,456.582,504.038,572.757,617.189,652.507,623.378,632.042,651.572,661.395,678.096,755.168,847.447
"mauritania, islamic republic of","mrt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.741,1002.023,1026.904,852.513,872.712,912.587,904.326,854.319,812.206,773.412,673.361,641.849,634.588,711.709,796.923,963.498,1357.425,1425.466,1647.288,1475.591,1715.923,2012.828,1946.079,2072.492,1826.78,1668.065,1690.813,1758.542,1882.203,1945.05,2040.677,2152.336,2206.776,2420.63,2429.744,2654.683,3033.225,3120.78,3229.262,3340.434,3363.855,3227.314
"mauritius","mus",1285.181,1202.559,1139.539,1195.617,1094.957,1099.752,1473.694,1852.036,2132.884,2174.94,2590.272,2819.084,3133.035,3191.192,3492.709,3954.762,4047.248,3753.498,3751.708,3911.109,4157.831,4081.162,4252.93,5072.811,5701.753,5590.468,5772.667,6663.186,8138.17,7416.659,8108.095,9320.873,9448.535,9805.293,10416.588,9558.918,10024.48,10911.308,11724.356,11488.519,9083.22,9146.437,10316.847,11295.989,12032.291,12977.165,13811.856,14756.856,15753.902,16795.994,17889.059,19056.344
"malawi","mwi",460.392,447.79,416.18,419.657,400.328,358.713,354.471,327.758,354.718,384.328,420.593,523.591,422.469,483.263,278.145,319.894,512.064,583.417,373.078,368.272,352.65,338.478,384.137,345.163,365.696,377.042,400.898,432.115,504.65,571.113,623.414,695.331,506.3,446.999,484.322,497.737,415.016,466.559,501.113,543.685,567.59,580.923,567.203,591.286,504.22,625.486,733.416,824.082,923.563,1022.891,1133.44,1169.394
"malaysia","mys",1926.963,1920.127,2006.482,2189.553,2419.501,2154.458,1864.031,2070.009,2213.866,2380.512,2586.278,2885.568,3378.909,3716.921,4029.272,4671.084,5175.901,5012.378,3521.119,3762.769,4347.73,4189.053,4441.824,4740.324,5244.873,5678.332,6351.128,7480.905,8766.178,7543.886,9046.985,10397.921,10806.841,10851.667,11165.257,9663.126,9523.322,9965.122,11079.615,11228.292,10400.227,11474.232,12490.212,12097.99,12618.72,13948.737,15085.379,15975.676,16903.562,17852.216,18859.216,19909.09
"namibia","nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,1765.605,1908.834,2025.611,2264.913,2099.215,2283.063,2499.33,2433.842,2464.783,2239.46,2179.338,2191.84,1945.166,1811.321,2610.82,3457.577,3747.882,3896.549,4354.324,4180.522,4323.868,5389.682,5841.94,6009.224,5472.955,5449.076,4888.059,4454.9,5210.902,5381.47,4798.261,3937.667,4476.585,4406.551,4235.653,4471.812,4862.292,5572.98,5798.815,5974.083,6195.465,6405.364,6613.695
"niger","ner",609.433,510.028,458.113,395.659,310.002,295.81,378.695,430.394,426.027,394.734,435.341,394.9,393.718,343.177,211.016,241.954,243.965,224.475,250.234,231.66,197.275,207.769,227.424,267.41,285.39,320.925,335.336,389.258,477.272,462.269,476.064,511.49,528.921,551.557,562.888,484.173,497.885,517.589,570.983,554.124,568.606,593.802,592.621,621.04,707.47,749.709,821.516,859.93,894.642,932.94,973.258,1015.414
"nigeria","nga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.182,878.861,742.327,783.748,1074.083,1722.105,2185.066,2309.575,2504.445,667.014,764.707,801.08,1000.265,1064.41,1309.529,1655.912,2112.867,2454.019,3002.356,2630.671,3161.305,3450.625,3733.553,4059.055,4363.355,3650.711,2918.237,2642.355,2897.926,3189.809,2797.831,2789.005,2893.477,2138.585,1083.505,1222.723,1555.645,1565.084,1603.747,1683.89,1763.048,1843.523
"nicaragua","nic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.199,935.34,947.14,940.143,973.071,999.413,1030.74,1054.66,1011.904,1010.231,1077.784,1152.801,1224.725,1326.668,1498.874,1444.943,1506.079,1629.973,1734.808,1790.422,1916.756,2036.932,2099.594,2156.154,2016.164,1947.608,1930.112,2131.973,2345.867,2672.8,2955.492,3336.71,3558.807,3808.686,4010.427,4222.975,4446.912,4693.119
"netherlands, the","nld",13769.867,11445.836,11029.128,10697.422,9918.904,10022.158,13894.771,16919.255,17981.469,17622.133,21612.043,22088.922,24226.072,23389.286,24970.81,29393.998,29141.033,26852.99,28057.363,28440.146,26338.584,27055.556,29505.471,35960.302,40652.199,42225.811,45158.785,52182.448,58383.013,53257.987,51472.808,54814.546,50580.212,52680.978,53584.489,45904.668,46936.707,49640.48,54138.331,53755.165,53529.218,60380.434,59540.881,63768.728,67690.232,73832.752,79917.5,82327.844,84750.287,87242.889,89683.819,92175.614
"norway","nor",15682.145,15435.005,15149.197,14855.521,14922.505,15678.892,18791.999,22369.593,24047.721,24149.373,28082.042,28345.343,30237.7,27710.102,29050.805,34573.453,36976.633,36257.088,34445.101,36059.297,37908.609,38410.377,42961.931,50119.478,57762.653,67234.767,74867.635,86372.215,98612.685,81703.288,89673.89,103130.128,104221.852,105985.344,100035.836,76971.21,72976.355,78572.838,85385.981,79197.652,70990.273,96320.63,112747.923,90754.513,89683.506,94468.188,105876.853,105903.222,105321.332,104884.222,104816.714,105024.933
"nepal","npl",145.012,165.722,163.64,174.918,180.8,183.55,195.369,198.419,229.091,226.508,227.511,242.594,214.298,223.947,228.134,241.801,243.799,259.567,253.054,255.484,266.299,269.35,269.116,280.975,318.913,354.645,388.315,439.625,530.191,539.619,667.564,789.577,788.203,803.27,821.107,875.544,877.256,1034.284,1179.198,1203.143,1154.217,1252.832,1385.911,1382.331,1447.31,1511.547,1547.582,1624.387,1788.935,1971.53,2171.539,2383.808
"nauru, republic of","nru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3165.018,3065.634,2929.979,2462.107,3553.349,4729.728,4937.48,6793.304,9873.289,8481.808,9050.306,6976.875,8926.437,9626.435,11426.971,10793.362,10721.849,12761.56,15301.34,13588.159,14025.738,14584.041,16052.803,17350.72,17907.334,18475.451,19023.46,19598.266
"new zealand","nzl",7255.078,7511.57,7378.887,7072.295,6968.541,6951.336,8382.974,11202.136,13659.06,13111.535,13425.022,12426.453,11750.76,12538.336,14612.26,16932.664,18506.076,18206.677,14889.47,15348.777,14021.862,13669.239,15706.932,20460.331,24848.791,27385.166,26220.849,31908.027,31819.378,28340.557,33480.853,38107.502,39747.749,42102.564,44300.304,38235.258,39431.448,42297.643,42744.098,42389.97,41600.502,49115.964,48165.092,48787.26,48929.398,48620.65,52023.009,53899.683,55689.744,57630.631,59607.203,61564.135
"oman","omn",5357.779,6019.899,6317.029,6148.449,6324.402,7025.7,5214.195,5145.493,5001.098,5278.566,7267.924,6806.242,7213.061,6995.28,7010.595,7284.846,7869.076,7983.97,6920.864,7554.515,9266.358,9088.213,9285.343,9792.637,11042.532,13563.457,15946.355,17716.421,25061.257,19235.875,21677.793,23518.573,24129.012,23328.489,23219.693,18924.97,17020.387,17731.849,19885.271,19069.329,17076.319,19458.594,22265.142,20552.608,20529.481,19996.059,21644.873,21456.26,21788.905,22343.268,22887.623,23310.436
"pakistan","pak",479.064,550.438,584.379,530.372,560.154,545.174,543.594,553.482,621.142,631.367,615.815,684.45,713.395,735.815,723.052,823.987,839.336,807.501,784.545,725.396,733.461,696.936,689.971,771.761,885.149,948.828,1032.277,1146.082,1228.232,1108.978,1137.985,1301.736,1377.776,1390.648,1423.889,1535.348,1566.625,1653.406,1698.034,1500.683,1376.512,1565.575,1651.323,1454.117,1577.637,1695.648,NA,NA,NA,NA,NA,NA
"panama","pan",1897.176,2096.259,2261.85,2269.166,2315.342,2395.273,2435.179,2393.728,2025.995,1989.408,2118.809,2280.697,2538.328,2714.548,2835.317,2839.675,3280.309,3514.993,3773.057,3912.873,3935.44,3949.661,4045.328,4216.119,4591.496,4960.869,5466.61,6248.289,7270.048,7719.782,8255.7,9583.634,10982.262,12192.347,13141.705,14028.211,14803.127,15696.82,16186.579,16539.978,13336.414,15538.41,17399.795,18822.252,19186.913,19814.145,20563.585,21664.159,22823.637,24094.392,25692.043,27395.631
"peru","per",1150.686,1356.398,1316.278,999.442,1006.416,851.139,1248.386,2015.875,1560.368,1885.285,1285.664,1511.937,1527.927,1456.493,1815.393,2118.751,2157.256,2230.091,2091.687,1862.854,1907.987,1911.026,1997.132,2149.254,2408.499,2671.322,3138.259,3638.948,4248.777,4297.95,5202.194,5907.881,6638.546,6869.825,6877.058,6452.556,6535.112,7105.65,7272.99,7353.109,6407.682,6923.086,7431.168,8086.186,8665.536,9910.942,10960.182,11007.658,11359.712,11699.452,12086.516,12550.42
"philippines","phl",774.484,829.816,843.471,735.714,678.342,645.597,615.047,666.915,744.307,816.961,828.821,830.407,946.762,949.733,1094.543,1237.311,1316.406,1279.835,988.487,1112.353,1087.287,1003.957,1050.297,1062.619,1137.068,1261.241,1470.825,1764.683,2011.634,1923.674,2237.157,2473.249,2721.252,2903.189,2995.504,3039.234,3107.646,3153.314,3279.519,3512.195,3312.739,3580.009,3644.792,3905.419,4089.27,4270.136,4442.551,4777.902,5142.79,5532.418,5948.806,6396.499
"palau, republic of","plw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7818.076,8269.125,8368.74,7889.259,8423.945,9326.276,9766.04,10224.94,10580.881,9969.974,10173.138,10978.351,12320.338,12916.689,13954.214,16036.733,17182.542,16434.026,16341.806,15993.168,14696.881,13394.785,14055.906,15692.226,18276.975,19684.686,21570.675,22802.575,24096.126,25317.911,26435.892,27623.962
"papua new guinea","png",1380.844,1319.408,1223.39,1194.658,1079.594,975.967,1039.809,1159.833,1565.167,1455.035,1265.882,1444.104,1546.581,1713.713,1834.984,1581.631,1639.773,1527.441,1138.365,1013.232,1007.517,862.099,814.701,995.275,1111.943,1269.526,1411.902,1576.159,1883.527,1833.09,2114.866,2479.19,2796.515,2659.914,2766.349,2466.511,2245.439,2343.574,2366.847,2314.745,2124.796,2216.458,2631.413,2502.025,2452.733,2537.791,2631.889,2620.812,2689.999,2756.422,2837.933,2950.058
"poland, republic of","pol",1600.046,1502.536,1809.116,2063.405,2048.441,1905.772,1971.702,1696.43,1825.095,1777.645,1634.153,2112.085,2322.905,2359.113,2701.144,3623.586,4078.924,4088.752,4473.073,4361.775,4499.122,5003.492,5221.833,5718.727,6715.106,8046.3,9065.1,11271.071,14052.295,11562.706,12574.314,13867.857,13087.206,13613.905,14263.456,12622.572,12455.033,13917.705,15658.061,15869.042,15963.102,18591.612,18859.803,22119.079,25057.309,28374.167,31335.951,32792.819,34626.13,36625.548,38653.649,40777.702
"puerto rico","pri",4507.15,4940.784,5146.929,5257.186,5777.438,6058.641,6495.499,6987.398,7579.339,8094.29,8675.576,9093.48,9687.443,10255.532,10942.949,11667.589,12305.024,12968.394,14430.159,15293.182,16192.127,18243.709,18972.77,19820.208,20988.989,21959.317,22935.951,23664.874,24898.335,25768.726,26435.742,27278.853,27944.742,28513.15,28981.343,29755.35,30585.55,31347.273,31549.375,32851.875,32643.179,33258.313,35576.156,36926.516,39612.165,39846.727,40650.056,42056.348,43338.485,44652.962,45965.528,47316.999
"portugal","prt",3338.767,3296.657,3095.098,2838.658,2596.078,2716.647,3774.586,4724.455,5532.625,5977.583,7957.251,9026.309,10863.496,9547.652,9977.624,11787.326,12187.521,11594.778,12216.689,12487.675,11531.467,11734.855,12927.547,15793.822,18055.962,18790.508,19840.493,22813.754,24946.304,23126.079,22570.36,23205.117,20574.028,21642.244,22086.991,19173.726,19914.852,21352.268,23436.023,23192.2,22093.25,24618.881,24558.61,27642.598,29319.477,32165.93,35433.543,36989.745,38593.125,40209.052,41790.718,43407.931
"paraguay","pry",1344.294,1663.701,1692.729,1823.538,1438.652,1193.781,1385.714,1128.532,1453.187,1023.865,1207.498,1674.226,1671.171,1649.603,1746.948,1963.033,2070.88,2060.552,1872.811,1749.343,1717.87,1622.09,1356.206,1433.709,1776.397,1964.045,2436.85,3216.725,4404.652,3972.803,4786.362,5907.468,5784.25,6658.276,6894.004,6124.978,6045.66,6469.242,6608.542,6171.908,5712.584,6392.109,6658.35,6818.66,7020.472,7691.636,9371.612,9847.744,10339.647,10860.745,11410.389,11988.974
"qatar","qat",27242.483,27819.566,22657.373,18003.756,17496.536,15495.701,11644.458,11773.23,10853.896,11039.938,13150.172,11500.519,13038.976,11797.162,12009.396,13689.653,15143.479,18841.6,15421.783,19689.651,30461.311,28600.029,30701.131,35919.758,42548.115,54357.783,60591.776,65934.266,72484.634,53822.909,69796.138,96827.857,101933.117,99180.39,93054.141,66346.911,57965.377,59127.513,66421.617,63007.696,50962.499,65400.854,80385.391,70946.184,69719.505,69680.131,68138.302,73914.615,77881.789,83811.857,88747.444,93232.36
"romania","rou",2052.081,2450.352,2441.211,2125.157,1710.302,2101.997,2264.368,2517.949,2593.057,2314.744,1641.855,1241.063,847.68,1147.325,1317.048,1563.117,1565.472,1571.689,1885.349,1600.881,1667.613,1800.966,2108.445,2672.061,3487.699,4608.801,5744.634,8273.885,10446.423,8540.592,8392.775,9547.264,8918.587,9482.448,10025.886,8951.798,9379.115,10717.275,12387.589,12879.871,12983.757,14856.806,15537.961,18253.716,20199.153,22724.529,25692.974,27497.765,29620.386,31580.954,33690.847,35827.896
"russian federation","rus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.829,1324.643,1982.233,2264.307,2786.823,2933.328,1948.527,1423.895,1896.592,2248.025,2535.724,3165.547,4362.128,5655.11,7362.107,9685.931,12371.087,9091.086,11346.212,14208.329,15187.957,15825.474,14137.163,9336.767,8784.877,10774.842,11288.694,11572.297,10166.732,12540.967,15774.227,13989.783,15093.504,17972.117,18525.487,17710.859,17884.541,18053.484,18264.263,18483.966
"rwanda","rwa",288.627,316.009,324.963,334.481,312.857,359.437,393.617,422.336,436.527,440.797,411.789,294.714,312.544,321.233,220.28,241.795,265.113,340.757,333.505,280.133,262.279,245.457,238.899,254.042,273.694,329.863,363.477,436.571,539.026,577.784,605.193,666.98,720.843,718.441,739.269,750.291,745.424,776.106,798.238,850.059,828.244,868.329,1037.565,1096.761,1090.477,1127.888,1198.009,1246.346,1297.459,1364.651,1450.696,1549.336
"saudi arabia","sau",19543.4,20846.201,16507.688,13252.641,11688.011,9666.717,7698.924,7221.944,7083.177,7287.351,8562.256,9143.234,9242.65,8740.725,8663.672,8957.496,9666.949,9858.984,8512.519,9144.592,10448.562,9898.29,9937.43,11027.928,12891.345,15943.431,17827.397,19196.07,23403.651,18836.967,22028.379,27126.75,28733.427,27865.456,27805.466,23256.173,22267.722,23929.282,29360.031,29566.714,24318.285,31920.765,38510.236,36156.848,35527.794,35464.445,37811.372,38235.767,39204.951,40337.404,41493.011,42666.35
"sudan","sdn",486.908,339.389,239.807,318.513,375.019,253.184,328.588,516.781,404.705,696.391,87.197,95.292,113.476,186.506,205.922,239.507,292.909,350.723,366.582,352.442,422.316,492.676,554.652,635.575,772.939,996.677,1249.767,1599.596,1700.513,1401.244,1637.419,2034.461,1396.292,1462.582,1628.497,1679.025,1638.638,1199.177,800.064,728.42,794.108,772.131,716.816,771.412,593.32,787.779,863.889,897.279,981.251,1044.032,1084.107,1150.145
"senegal","sen",767.972,677.895,645.372,559.501,529.936,563.251,773.09,902.228,865.668,828.149,936.148,894.485,930.568,852.61,560.956,693.418,706.864,642.569,686.369,689.683,614.004,648.446,680.83,831.623,931.745,993.237,1027.786,1197.551,1403.795,1307.516,1272.622,1366.534,1318.614,1372.686,1397.017,1219.373,1269.553,1361.221,1458.73,1436.209,1467.158,1600.534,1575.162,1690.414,1759.285,1935.868,2054.311,2083.201,2124.665,2169.271,2246.106,2332.256
"singapore","sgp",5004.992,5672.105,6000.032,6717.837,7160.262,6788.387,6870.769,7794.688,9328.951,10725.743,12763.342,14501.96,16136.244,18290.132,21552.408,24914.851,26232.869,26375.868,21829.278,21796.642,23852.834,21699.748,22159.833,23730.379,27608.075,29961.308,33768.446,39432.895,40008.577,38926.813,47236.672,53891.462,55547.546,56967.426,57564.802,55645.607,57204.019,61436.133,67032.839,66068.684,61772.519,80884.836,91227.719,86382.611,94896.538,99365.285,107758.033,112064.81,116099.159,120382.957,124762.535,129244.321
