"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","MNE.B1GQ_V_XDC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72","1.45","1.15","0.67","0.68","0.86","0.65","0.73","0.75","0.76","1.05","1.28","1.34","1.49","1.67","1.82","2.17","2.69","3.10","2.99","3.13","3.26","3.18","3.36","3.46","3.65","3.95","4.30","4.66","4.95","4.19","4.96","5.92","6.96","7.41"
"IMF.FAD:GDD(2.0.0)","NPL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Nepal","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","0.56","1.30","1.73","2.49","2.83","3.72","6.51","9.01","8.78","9.37","11.71","12.68","17.98","22.64","25.22","28.90","31.35","36.32","35.90","40.77","45.99","45.89","50.20","50.98","52.89","52.12","50.28","47.19","51.37","55.79","50.79","50.77","51.82","52.97","51.32","45.13","42.87","37.89","36.76","39.46","35.39","32.42","34.51","31.90","27.55","25.73","24.96","24.99","31.09","34.03","43.31","43.28","42.73","47.12","47.87"
"IMF.FAD:GDD(2.0.0)","OMN.B1GQ_V_XDC.A","OBS_VALUE","Oman","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.05","0.06","0.07","0.08","0.10","0.13","0.15","0.18","0.22","0.26","0.28","0.30","0.34","0.33","0.49","0.75","1.01","1.16","1.16","1.58","2.51","3.06","3.21","3.36","3.70","4.12","3.60","3.80","3.70","4.13","5.15","5.00","5.49","5.51","5.69","6.08","6.73","6.98","6.17","6.86","8.56","8.54","8.87","9.51","10.91","13.65","16.37","18.57","26.84","21.32","24.99","29.80","33.61","34.58","35.64","30.26","28.89","31.09","35.18","33.86","29.19","33.58","42.24","40.72","41.12"
"IMF.FAD:GDD(2.0.0)","NER.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Niger","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","5.76","7.38","8.92","9.48","13.27","11.76","10.76","8.77","10.55","10.54","13.78","23.16","24.99","32.10","39.95","48.46","44.33","44.64","44.62","40.74","41.27","41.08","40.79","45.02","72.19","64.37","63.51","69.10","61.28","63.35","82.10","73.98","69.04","60.60","55.05","49.46","18.28","17.83","14.17","15.94","15.08","14.75","18.13","19.55","22.09","29.87","32.83","36.51","37.01","39.79","44.97","51.34","50.60","51.89","47.17"
"IMF.FAD:GDD(2.0.0)","NPL.B1GQ_V_XDC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","4.04","4.98","5.12","5.59","6.19","6.88","8.42","8.06","8.21","8.93","10.55","10.21","11.41","12.66","16.13","17.51","17.71","20.05","22.90","25.78","27.10","31.69","34.53","40.28","47.65","57.05","68.24","78.20","94.17","109.31","126.64","151.60","187.00","215.13","244.01","268.39","304.80","343.50","368.39","418.83","464.70","503.62","524.07","561.47","612.25","672.31","746.08","830.20","930.38","1127.28","1360.54","1559.22","1758.38","1949.29","2232.53","2423.64","2608.18","3077.14","3455.95","3858.93","3888.70","4352.55","4976.56","5348.53","5776.25"
"IMF.FAD:GDD(2.0.0)","MMR.B1GQ_V_XDC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","6.45","6.58","6.89","7.85","7.22","8.01","7.89","8.48","9.66","10.25","10.61","11.07","12.39","14.60","17.50","20.81","23.32","25.10","27.44","30.22","33.31","36.66","39.50","42.27","44.79","47.01","52.20","59.24","82.12","113.06","138.45","178.28","249.20","340.50","440.40","570.87","777.20","1111.45","1553.19","2162.57","2699.19","3472.09","5220.61","7592.62","9558.05","12158.84","16582.79","22870.77","28912.11","32870.79","36888.53","42351.43","48829.78","56839.86","65262.09","72714.02","79690.36","89547.99","100252.24","112559.12","113043.12","108632.84","133449.08","149606.00","157542.74"
"IMF.FAD:GDD(2.0.0)","PAK.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Pakistan","Debt instruments, Central government, Percent of GDP","Annual","Units","","10.78","12.76","13.66","15.46","14.79","15.35","17.28","18.69","17.41","17.75","17.00","16.64","19.17","21.32","22.67","25.06","25.94","27.52","29.13","31.57","33.19","88.68","43.39","37.97","32.09","35.84","36.41","36.15","36.76","33.28","29.65","33.77","33.58","33.38","37.04","43.07","44.38","44.97","46.62","48.28","55.77","53.33","57.93","58.53","52.33","52.53","52.78","53.82","60.74","61.67","65.15","60.53","56.33","50.61","47.88","46.19","44.21","49.48","54.57","56.72","56.15","58.36","59.23","58.78","59.06","62.07","62.14","66.32","78.71","80.81","74.75","77.32","78.23","70.07"
"IMF.FAD:GDD(2.0.0)","PNG.B1GQ_V_XDC.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.39","0.43","0.46","0.49","0.51","0.54","0.58","0.63","0.67","0.70","0.78","0.90","0.97","1.15","1.47","1.63","1.73","2.08","2.27","2.62","2.74","2.70","2.81","3.17","3.14","3.25","3.43","3.53","4.68","4.50","4.54","5.33","6.24","7.19","8.17","9.15","10.04","10.46","11.53","13.04","14.38","15.36","17.09","19.56","20.23","22.77","25.54","28.30","31.51","32.01","38.75","42.64","44.37","47.72","57.13","60.14","65.04","72.52","79.40","83.84","82.52","91.63","111.39","110.62","122.26"
"IMF.FAD:GDD(2.0.0)","NAM.B1GQ_V_XDC.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.18","0.18","0.20","0.23","0.26","0.29","0.32","0.31","0.33","0.36","0.39","0.43","0.47","0.53","0.64","0.74","0.84","0.93","1.07","1.28","1.69","1.77","2.06","2.29","2.57","3.21","3.70","4.19","5.07","5.95","6.65","7.84","9.40","10.31","12.55","14.32","16.99","18.94","21.20","23.38","27.33","30.78","35.72","37.62","43.04","46.60","52.18","61.58","70.11","75.21","82.60","90.11","106.86","117.42","134.84","146.02","157.71","171.57","181.07","181.21","174.24","183.29","205.58","228.89","245.10"
"IMF.FAD:GDD(2.0.0)","MNG.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Mongolia","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.94","36.11","30.99","48.54","30.98","32.65","43.69","49.42","43.96","50.55","78.68","75.42","65.18","62.48","75.18","61.24","59.03","44.57","38.95"
"IMF.FAD:GDD(2.0.0)","MOZ.B1GQ_V_XDC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.05","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.08","0.09","0.10","0.11","0.11","0.12","0.13","0.14","0.14","0.14","0.15","0.16","0.13","0.14","0.13","0.14","0.19","0.21","0.69","1.11","1.75","3.29","5.53","7.04","11.17","17.86","27.63","45.52","56.26","65.92","80.29","90.31","116.98","140.90","156.57","179.23","204.52","241.56","279.37","313.97","337.48","387.55","424.95","473.49","517.73","563.67","648.08","761.03","843.42","905.94","970.30","988.86","1058.44","1205.73","1338.68","1402.36"
"IMF.FAD:GDD(2.0.0)","MDA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Moldova, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.77","40.15","48.14","82.93","77.87","71.59","60.82","59.56","52.87","40.05","33.26","30.28","23.20","18.44","24.20","21.87","19.47","20.08","19.68","20.82","22.84","31.94","29.35","27.51","25.45","33.96","32.12","34.49","34.26","37.57"
"IMF.FAD:GDD(2.0.0)","NZL.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","New Zealand","Debt instruments, Central government, Percent of GDP","Annual","Units","89.03","85.11","79.90","74.03","69.60","68.41","65.78","63.89","63.58","62.29","59.97","60.42","58.07","57.28","54.84","53.39","54.16","55.73","57.32","55.06","49.62","44.49","40.57","38.52","37.73","36.71","40.20","43.10","45.27","45.67","44.70","43.06","46.53","55.72","56.56","62.44","68.48","62.89","54.70","54.90","55.51","58.00","58.68","54.58","48.92","43.48","37.26","34.64","34.48","32.00","30.02","28.16","26.40","24.72","22.50","20.78","18.40","16.31","18.97","24.27","29.60","34.68","35.66","34.55","34.15","34.17","33.34","31.10","28.08","31.81","43.24","47.52","46.89","46.98","51.15"
"IMF.FAD:GDD(2.0.0)","NER.B1GQ_V_XDC.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","81.65","88.72","96.19","106.47","101.21","112.67","153.66","149.02","133.39","145.75","160.52","161.54","163.91","163.18","179.16","235.62","335.60","400.72","503.82","615.81","746.01","830.32","933.21","967.14","898.59","910.83","928.01","944.62","956.02","978.68","950.42","922.68","892.50","861.09","1072.38","1145.34","1226.16","1332.01","1554.72","1556.85","1586.92","1788.19","1924.54","1961.82","1976.31","2304.13","2477.72","2735.74","3246.71","3448.08","3875.00","4126.05","4802.44","5040.75","5346.05","5724.87","6135.41","6494.70","7114.53","7567.90","7910.95","8270.76","9621.24","10194.45","12042.83"
"IMF.FAD:GDD(2.0.0)","MAR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Morocco","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","25.49","29.24","30.02","29.31","27.05","28.34","28.78","27.73","26.42","24.59","33.41","36.19","47.49","52.53","52.07","52.82","66.66","70.72","83.56","93.27","104.00","94.33","100.67","88.99","91.95","88.52","76.22","75.22","79.04","74.68","72.22","65.33","67.96","64.52","63.36","64.86","60.43","59.37","56.93","54.43","54.77","50.64","47.07","41.99","42.62","45.28","48.55","52.28","57.08","58.56","58.39","60.08","60.26","60.46","60.27","72.24","69.35","71.53","69.47","70.03"
"IMF.FAD:GDD(2.0.0)","NRU.B1GQ_V_XDC.A","OBS_VALUE","Nauru, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.06","0.06","0.06","0.07","0.07","0.07","0.07","0.06","0.06","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.04","0.06","0.05","0.07","0.10","0.09","0.11","0.10","0.13","0.14","0.17","0.17","0.19","0.24","0.21","0.23","0.24"
"IMF.FAD:GDD(2.0.0)","SAU.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Saudi Arabia","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.83","16.09","39.35","47.80","58.60","67.87","74.25","75.21","76.70","101.52","102.99","86.70","93.15","96.35","81.56","62.93","37.34","25.83","17.12","12.06","13.99","8.43","5.34","3.01","2.13","1.54","5.67","12.68","16.53","17.64","21.56","31.00","28.61","23.82","26.23","29.87"
"IMF.FAD:GDD(2.0.0)","SLB.B1GQ_V_XDC.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.05","0.05","0.07","0.07","0.08","0.09","0.11","0.14","0.15","0.17","0.19","0.21","0.23","0.25","0.26","0.31","0.37","0.40","0.54","0.62","0.79","0.96","1.33","1.60","1.82","1.96","2.20","2.36","2.14","2.16","2.34","2.65","2.98","3.59","4.10","4.75","5.42","5.93","6.83","8.02","8.72","9.39","9.85","10.35","10.96","11.59","12.85","13.23","12.62","12.23","12.77","13.91","14.89"
"IMF.FAD:GDD(2.0.0)","SLE.B1GQ_V_XDC.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.27","0.28","0.29","0.31","0.38","0.42","0.46","0.50","0.53","0.61","0.69","0.78","0.81","0.88","1.05","1.30","1.48","1.62","1.86","2.57","2.84","3.36","4.04","5.35","8.24","14.23","33.67","62.05","97.15","164.17","228.57","535.18","788.96","1013.60","1242.93","1527.72","2014.34","1938.68","2442.41","2805.72","3090.54","3448.50","4188.78","5230.60","6362.23","7918.16","9316.03","10300.28","11678.79","12849.05","16604.63","20870.49","24960.66","29210.11","29549.59","34263.41","37966.54","42989.95","50687.21","58778.88","65748.40","74800.72","100007.15","136604.08","172898.64"
"IMF.FAD:GDD(2.0.0)","WSM.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Samoa","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","6.95","6.24","11.29","16.96","19.55","22.42","29.06","37.06","42.72","47.12","53.77","70.41","61.06","59.11","60.70","62.18","57.79","58.38","52.45","51.57","50.52","63.88","60.42","70.02","96.34","74.11","65.65","60.50","58.95","59.44","55.77","53.78","50.29","42.76","39.84","34.15","33.50","31.47","28.18","33.26","40.28","41.53","50.93","54.08","54.87","56.37","48.99","46.68","49.40","44.29","43.19","46.30","43.75","35.43","27.71"
"IMF.FAD:GDD(2.0.0)","WSM.B1GQ_V_XDC.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.02","0.03","0.02","0.03","0.02","0.03","0.03","0.03","0.04","0.04","0.05","0.06","0.06","0.07","0.08","0.08","0.10","0.12","0.12","0.15","0.17","0.21","0.24","0.25","0.26","0.29","0.32","0.42","0.42","0.48","0.51","0.40","0.60","0.63","0.72","0.79","0.79","0.84","0.94","1.00","1.08","1.20","1.33","1.43","1.54","1.74","1.76","1.73","1.78","1.78","1.82","1.85","2.00","2.21","2.24","2.25","2.39","2.34","2.17","2.17","2.56","2.94"
"IMF.FAD:GDD(2.0.0)","SGP.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Singapore","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","15.62","18.71","19.78","21.14","26.75","37.33","35.24","35.52","42.08","46.21","37.40","34.57","40.77","49.22","55.26","58.21","58.64","56.71","56.46","61.01","65.77","67.28","78.71","82.64","84.03","78.29","75.37","75.60","77.90","82.07","73.89","69.37","72.03","72.38","71.36","83.41","87.86","83.84","93.94","97.22","101.76","97.60","94.97","89.37","89.45","96.45","106.40","101.28","104.50","107.51","99.03","99.26","102.96","108.52","108.96","110.41","127.89","151.27","149.02","154.11","175.75","177.00"
"IMF.FAD:GDD(2.0.0)","RWA.B1GQ_V_XDC.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","18.21","18.72","19.47","20.01","19.27","21.30","21.69","24.10","27.18","30.31","33.81","34.39","35.55","40.20","53.08","70.49","76.93","91.96","103.99","125.10","138.64","157.39","167.90","182.25","203.91","222.62","218.27","220.32","226.21","247.10","244.03","272.73","309.78","321.80","199.51","385.39","488.41","648.28","718.39","720.00","806.00","871.00","935.00","1150.00","1372.00","1637.00","1832.00","2226.00","2833.00","3225.00","3571.00","4133.00","4702.00","5057.00","5623.00","6150.00","6845.00","7694.00","8299.00","9308.00","9597.00","10943.00","13720.00","16626.00","18785.40"
"IMF.FAD:GDD(2.0.0)","RUS.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Russian Federation","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.00","92.40","63.50","53.70","51.90","54.70","73.10","88.70","58.80","48.50","34.50","27.80","21.70","13.29","8.44","6.75","6.09","7.78","8.38","8.89","9.57","11.06","13.79","14.15","13.85","13.49","12.92","13.16","18.50","","","",""
"IMF.FAD:GDD(2.0.0)","ROU.B1GQ_V_XDC.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.01","0.02","0.02","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.06","0.06","0.07","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.09","0.09","0.08","0.09","0.22","0.61","2.02","5.03","7.29","11.00","25.55","37.76","55.13","80.87","117.39","152.27","191.92","244.69","286.86","342.76","425.69","539.83","530.92","540.45","587.24","621.21","631.63","668.91","712.55","752.13","851.62","959.66","1066.59","1069.63","1192.28","1389.45","1604.55","1766.07"
"IMF.FAD:GDD(2.0.0)","PRY.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Paraguay","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","33.80","34.53","34.39","31.83","25.30","25.41","27.02","24.26","25.31","21.37","18.80","16.32","19.78","23.33","30.26","41.13","40.32","57.05","39.84","56.13","39.33","25.75","25.40","24.61","23.92","21.33","19.97","19.05","23.56","27.67","30.24","30.23","42.67","32.19","22.57","18.45","14.21","11.79","10.16","9.76","8.72","7.40","9.15","10.37","12.43","14.83","15.49","15.90","17.86","20.83","30.95","30.86","33.62","34.19","38.17"
"IMF.FAD:GDD(2.0.0)","SLB.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Solomon Islands","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.63","8.04","10.40","11.30","14.82","19.63","23.71","39.58","54.20","72.08","69.52","70.34","61.11","63.99","52.60","49.73","40.77","36.18","32.49","30.59","35.81","35.29","39.49","51.20","60.41","61.33","58.21","44.67","42.30","33.02","28.93","18.86","22.95","18.34","13.27","11.57","10.14","7.88","7.54","8.77","7.95","7.82","12.84","15.94","15.51","20.30","22.02"
"IMF.FAD:GDD(2.0.0)","SEN.B1GQ_V_XDC.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","196.59","208.04","214.75","221.67","217.38","213.17","209.04","205.00","216.72","217.29","241.81","251.00","283.47","297.67","358.55","508.74","554.85","622.50","636.67","748.90","916.48","1068.85","1265.27","1308.97","1463.81","1647.81","1796.60","1875.78","1838.51","1940.65","1927.19","1962.13","1968.05","1986.14","2635.14","3007.53","3222.88","3424.69","3764.28","4057.71","4270.61","4766.32","4860.43","5084.96","5313.89","5804.60","6111.29","6698.10","7516.88","7593.30","7976.73","8394.96","9016.87","9343.92","9775.04","10508.65","11283.40","12191.80","12840.09","13712.80","14101.00","15287.93","17272.18","18573.35","19939.52"
"IMF.FAD:GDD(2.0.0)","SEN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Senegal","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","14.54","15.10","14.21","15.71","18.90","14.90","18.89","22.02","26.92","27.36","31.19","38.32","47.24","58.85","61.26","66.51","60.69","63.27","63.57","53.95","51.11","51.77","49.97","53.44","77.34","65.26","62.27","67.85","18.80","14.99","57.51","53.21","51.99","42.88","38.00","36.13","17.49","18.96","19.07","29.94","34.60","32.88","34.49","36.86","42.37","44.51","47.52","61.14","61.52","72.09","81.63","89.39","94.63","107.36","113.67"
"IMF.FAD:GDD(2.0.0)","PRT.B1GQ_V_XDC.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.25","0.28","0.29","0.31","0.32","0.34","0.36","0.38","0.39","0.42","0.46","0.50","0.53","0.57","0.62","0.69","0.76","0.85","0.92","1.01","1.13","1.27","1.48","1.77","2.13","2.37","2.95","3.94","4.95","6.25","8.14","9.92","12.00","15.33","18.83","23.11","28.25","33.28","39.72","46.93","56.35","64.62","72.64","75.97","82.37","89.03","94.35","102.33","111.35","119.60","128.41","135.78","142.55","146.07","152.25","158.55","166.26","175.48","179.10","175.42","179.86","176.32","168.54","170.68","173.19","179.39","186.38","195.51","205.00","214.49","201.03","216.49","243.96","267.92","285.19"
"IMF.FAD:GDD(2.0.0)","PHL.B1GQ_V_XDC.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","8.38","9.33","9.77","10.36","10.72","11.42","12.48","13.61","14.38","15.68","16.78","18.28","20.44","23.81","25.74","27.93","30.58","34.52","37.32","39.86","47.52","57.37","66.11","81.89","115.08","132.69","150.31","173.54","200.66","248.59","278.54","321.79","362.45","421.76","599.34","653.51","695.80","780.22","913.26","1057.54","1227.88","1422.96","1541.53","1682.42","1932.66","2176.58","2481.30","2773.37","3046.22","3347.59","3697.56","4024.40","4350.56","4717.81","5323.90","5917.28","6550.42","7198.24","8050.20","8390.42","9399.45","10144.66","11060.59","12050.59","13206.83","13944.16","15132.38","16556.65","18265.19","19517.86","17951.58","19410.62","22028.28","24313.56","26446.37"
"IMF.FAD:GDD(2.0.0)","PRT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Portugal","Debt instruments, Central government, Percent of GDP","Annual","Units","20.71","19.67","19.23","17.82","18.24","17.34","16.14","15.30","18.84","18.28","17.47","17.59","20.36","21.58","22.78","22.06","21.35","19.53","18.04","17.29","17.01","16.78","15.69","15.07","14.68","21.10","25.61","26.68","29.47","20.26","29.10","35.84","39.19","42.52","47.15","50.75","50.66","56.62","56.04","54.64","50.65","51.68","49.66","55.42","57.39","60.13","61.31","57.28","55.08","55.42","53.56","56.10","58.45","62.10","65.12","69.67","71.10","70.19","73.15","84.72","96.96","111.48","127.54","130.31","133.02","131.88","132.62","128.65","124.27","119.01","137.94","128.26","116.08","103.70","101.54"
"IMF.FAD:GDD(2.0.0)","QAT.B1GQ_V_XDC.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.40","0.50","0.62","0.77","0.91","1.20","1.62","2.17","2.86","3.82","5.07","6.45","8.20","10.66","11.86","12.98","18.10","24.37","26.84","23.54","20.04","20.78","19.44","15.34","16.16","15.51","16.39","22.81","20.31","23.24","21.13","21.64","24.97","28.25","36.31","30.90","41.01","65.83","63.69","70.38","86.32","111.57","162.48","213.41","276.59","409.94","321.03","435.73","610.70","680.07","723.37","750.66","588.73","552.31","586.40","667.34","641.99","525.66","654.23","857.98","775.33","806.09"
"IMF.FAD:GDD(2.0.0)","SLE.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Sierra Leone","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","9.08","13.70","13.68","16.13","18.34","18.43","21.53","23.99","25.85","25.09","27.66","31.81","33.03","34.69","28.75","38.04","45.98","57.08","35.91","38.26","77.44","60.13","79.68","79.57","105.92","80.51","73.57","79.16","93.54","91.80","89.97","83.41","79.30","76.93","73.74","67.29","61.87","26.38","46.06","31.07","28.94","25.77","24.06","22.29","26.85","28.83","38.86","44.18","44.17","45.27","46.37","47.06","53.98","49.87","43.00"
"IMF.FAD:GDD(2.0.0)","SVK.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Slovak Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.48","34.76","33.87","42.60","46.01","48.53","57.71","57.57","56.76","55.79","56.86","55.74","54.18","52.70","64.03","65.31","65.00","61.43","64.04"
"IMF.FAD:GDD(2.0.0)","ROU.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Romania","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.82","18.88","18.38","18.65","22.96","23.10","27.39","26.80","23.46","19.90","16.13","13.42","13.01","12.49","21.18","27.96","31.40","34.12","36.62","38.27","37.36","38.07","35.93","35.26","35.59","46.91","48.78","48.33","49.23","54.73"
"IMF.FAD:GDD(2.0.0)","SGP.B1GQ_V_XDC.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","2.14","2.32","2.51","2.76","2.71","2.92","3.31","3.83","4.38","4.98","5.68","6.50","7.54","10.05","13.08","13.98","14.86","16.52","18.37","21.14","25.87","30.35","33.98","38.06","41.73","40.86","40.89","45.55","53.43","61.31","70.49","78.54","84.92","97.92","112.56","124.46","135.78","148.66","143.47","146.25","165.63","160.89","165.70","170.12","194.43","212.72","236.16","272.70","273.94","282.39","326.98","351.37","368.77","384.87","398.95","423.44","441.61","474.59","508.68","513.14","481.76","586.55","701.77","678.69","731.44"
"IMF.FAD:GDD(2.0.0)","QAT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Qatar","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.59","21.77","19.91","46.28","54.78","50.20","57.84","54.38","76.57","81.85","51.60","59.22","47.67","38.79","30.06","19.13","13.95","9.37","11.36","35.98","30.43","33.47","32.12","30.88","24.91","35.55","46.71","51.57","52.18","62.09","72.61","58.40","42.56","43.67","40.84"
"IMF.FAD:GDD(2.0.0)","SMR.B1GQ_V_XDC.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.03","0.03","0.04","0.05","0.06","0.07","0.09","0.11","0.13","0.16","0.19","0.22","0.25","0.28","0.31","0.34","0.37","0.41","0.45","0.50","0.52","0.59","0.66","0.76","0.82","0.86","0.94","1.04","1.09","1.18","1.21","1.29","1.38","1.44","1.52","1.60","1.63","1.48","1.42","1.30","1.25","1.26","1.26","1.28","1.33","1.35","1.40","1.44","1.35","1.57","1.74","1.85","1.91"
"IMF.FAD:GDD(2.0.0)","SYC.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Seychelles","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","7.66","6.18","6.24","7.24","4.48","4.95","","","2.94","6.05","7.42","12.39","15.27","26.53","31.51","36.99","41.30","39.92","36.31","41.03","79.91","82.18","123.45","133.52","146.66","143.01","161.24","159.79","177.84","199.79","195.86","176.97","163.23","144.06","135.07","144.00","192.10","106.13","82.22","82.51","80.07","68.20","70.39","64.67","62.84","56.65","51.26","48.85","77.37","71.25","60.01","55.29","57.80"
