"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","POL.B1GQ_V_XDC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","0.05","0.06","0.07","0.07","0.08","0.09","0.10","0.11","0.12","0.12","0.13","0.15","0.16","0.17","0.19","0.22","0.25","0.25","0.28","0.56","0.69","0.86","1.05","1.30","1.70","2.97","9.68","59.28","85.58","121.54","164.81","236.84","338.95","424.59","517.99","603.97","669.09","748.18","783.55","814.76","850.00","937.34","993.29","1073.37","1189.43","1290.42","1375.64","1441.65","1563.94","1622.24","1637.77","1710.19","1809.56","1865.96","1996.84","2147.59","2313.93","2362.91","2661.52","3100.85","3401.61","3617.44"
"IMF.FAD:GDD(2.0.0)","PRY.B1GQ_V_XDC.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","2.57","4.64","8.20","11.52","15.02","19.19","24.06","27.51","31.14","37.11","42.58","46.69","49.39","52.23","57.31","59.66","64.32","67.14","71.17","73.40","81.06","94.51","113.99","154.44","175.35","197.04","242.03","296.09","395.03","515.95","657.66","689.17","764.67","991.18","1292.43","1706.82","2318.90","3071.21","4273.29","6031.16","9255.68","10738.28","12645.36","14992.33","17789.15","20132.86","21702.87","25248.61","27563.44","30874.09","34883.19","41135.70","49411.96","57501.99","66335.83","75681.66","89866.05","107403.59","111030.93","129092.88","141486.45","147225.51","166350.81","180174.06","188477.33","204647.27","219122.28","230576.48","236681.50","239914.73","270633.90","292946.79","314281.97","332570.00"
"IMF.FAD:GDD(2.0.0)","PER.B1GQ_V_XDC.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","5.32","26.26","43.99","68.08","94.73","115.57","130.81","149.75","157.83","164.77","175.86","178.98","189.74","203.61","225.69","244.65","286.31","319.69","354.83","367.05","421.58","471.99","509.76","548.70","578.49","614.25","662.79","706.23","748.10","777.52","721.69","877.97","937.19","1001.33","1085.22"
"IMF.FAD:GDD(2.0.0)","RWA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Rwanda","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","4.78","5.59","7.62","8.83","8.41","7.47","8.83","9.89","11.63","9.23","12.20","13.91","15.24","17.67","21.02","20.65","24.21","29.89","33.01","26.92","49.17","47.84","47.91","50.99","54.77","91.87","83.45","72.23","70.10","78.37","85.99","84.02","92.03","79.53","80.94","58.94","22.49","22.10","18.28","18.49","18.82","18.72","19.09","26.66","29.14","33.08","41.07","45.63","49.24","53.64","68.71","67.25","60.90","63.42","67.24"
"IMF.FAD:GDD(2.0.0)","TZA.B1GQ_V_XDC.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","8.31","8.69","9.44","10.45","12.78","13.01","14.93","15.56","16.69","17.53","19.45","20.80","23.68","27.77","33.90","40.30","51.76","61.19","68.19","76.91","89.28","106.74","129.11","149.29","175.94","224.43","295.98","400.12","615.00","769.62","1008.78","1319.15","1663.55","2095.46","2791.70","3668.05","4575.36","5718.08","7631.15","8770.96","9900.61","11051.22","12683.64","14702.61","16966.87","19387.99","23633.85","27155.84","33236.64","38269.96","44467.11","53522.18","62318.66","72977.20","82603.39","94349.32","108362.32","120358.17","123997.77","134540.19","145384.35","156167.14","170820.03","188588.05","208374.22"
"IMF.FAD:GDD(2.0.0)","ESP.B1GQ_V_XDC.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","1.66","2.09","2.16","2.11","2.45","2.75","3.17","3.70","4.26","4.39","4.50","5.17","6.04","7.14","7.99","9.28","10.74","12.06","13.53","15.38","17.10","19.41","22.81","27.51","33.88","39.93","48.00","60.89","74.51","87.11","99.32","113.20","130.05","148.45","166.35","185.41","211.43","236.00","261.80","293.61","327.33","359.28","386.87","403.22","427.48","460.26","488.95","518.97","555.56","595.24","647.57","700.96","749.74","802.68","860.06","928.12","1004.98","1077.54","1112.43","1072.99","1077.15","1068.69","1035.96","1025.65","1038.95","1087.11","1122.97","1170.02","1212.28","1253.71","1129.21","1235.47","1373.63","1498.32","1591.63"
"IMF.FAD:GDD(2.0.0)","SWZ.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Eswatini, Kingdom of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","22.30","19.78","18.90","20.21","15.38","15.44","13.99","13.69","31.24","30.81","27.23","24.31","29.23","28.72","29.71","45.54","43.99","36.13","27.48","26.78","20.40","20.15","16.56","15.19","13.37","12.51","11.61","12.60","15.47","16.69","18.16","21.76","17.14","17.48","15.03","13.50","14.59","16.12","14.60","10.49","14.10","14.69","14.77","15.01","13.86","15.76","20.04","22.18","26.89","31.48","39.56","37.87","42.16","37.93","37.21"
"IMF.FAD:GDD(2.0.0)","TLS.B1GQ_V_XDC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20","0.23","0.30","0.34","0.38","0.42","0.47","0.43","0.48","0.32","0.37","0.48","0.47","0.49","0.44","0.46","0.45","0.54","0.65","0.73","0.88","1.04","1.16","1.40","1.45","1.59","1.64","1.58","1.56","2.03","2.16","3.62","3.21","2.08","2.01"
"IMF.FAD:GDD(2.0.0)","TGO.B1GQ_V_XDC.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","51.69","51.78","55.44","60.54","69.55","77.41","86.68","89.48","93.82","110.98","120.12","135.65","151.66","150.59","177.13","207.73","230.82","298.37","334.07","376.14","421.39","450.02","458.82","506.99","533.86","575.50","621.54","633.35","698.59","734.22","754.77","772.89","760.52","619.83","942.14","1118.31","1252.51","1455.42","1392.84","1456.91","1429.23","1464.53","1597.08","1655.05","1607.56","1622.67","1657.24","1799.65","2042.17","2220.67","2348.49","2555.32","2763.92","2974.13","3156.75","3402.69","3597.81","3708.90","3904.41","4097.07","4253.19","4621.48","5068.94","5507.18","5926.64"
"IMF.FAD:GDD(2.0.0)","LKA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Sri Lanka","Debt instruments, Central government, Percent of GDP","Annual","Units","","9.65","14.28","16.43","14.74","12.59","14.92","17.21","18.20","21.14","24.75","28.78","32.27","29.26","29.97","32.24","34.97","36.40","38.84","36.72","34.18","37.20","38.14","37.04","34.51","36.33","42.71","57.61","60.14","56.23","60.73","62.20","66.32","66.18","56.26","66.48","71.86","79.54","82.57","88.86","78.94","80.49","77.94","79.17","77.90","77.81","76.23","70.15","74.24","77.70","79.20","84.36","96.30","86.45","86.50","76.59","74.29","71.85","68.78","72.75","68.73","69.43","67.50","69.46","69.56","76.33","75.00","72.26","83.58","82.59","96.88","102.67","115.94","110.38","99.43"
"IMF.FAD:GDD(2.0.0)","STP.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.40","18.60","22.22","34.23","34.98","45.53","56.53","68.39","74.24","65.69","77.38","101.07","114.24","110.55","138.77","176.47","143.61","152.10","228.88","677.18","495.95","460.13","526.18","485.12","418.38","366.51","329.37","354.45","334.17","283.18","110.14","60.67","70.31","82.99","86.02","86.32","77.14","67.43","84.32","81.69","74.73","71.49","76.39","70.75","59.23","55.08","44.69","43.46"
"IMF.FAD:GDD(2.0.0)","SUR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Suriname","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","25.31","28.02","26.12","25.05","4.64","4.66","2.88","","","","","","","33.84","46.97","66.82","","","","72.88","75.71","64.39","51.05","30.50","16.26","11.77","16.78","21.64","32.30","48.44","37.20","37.41","31.49","29.35","27.11","22.54","16.42","14.77","14.65","17.32","18.74","20.10","27.90","25.21","41.18","75.39","73.03","68.63","84.03","146.44","115.82","116.94","98.23","87.22"
"IMF.FAD:GDD(2.0.0)","CHE.B1GQ_V_XDC.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","22.72","24.91","26.32","27.62","29.27","31.57","33.95","36.11","37.13","39.43","43.37","48.79","54.11","59.50","65.95","70.63","75.85","81.65","87.18","94.47","105.36","119.69","135.62","151.14","163.97","162.87","164.97","169.42","176.25","184.24","205.22","220.25","233.26","240.39","257.06","272.65","286.16","296.88","315.14","340.49","369.39","385.75","393.41","401.92","412.01","417.52","420.54","427.88","439.64","447.01","471.70","483.97","482.51","487.67","501.70","520.81","554.07","589.47","614.04","602.69","624.01","635.72","643.77","655.09","665.71","667.71","677.73","684.90","709.86","717.33","696.04","744.51","791.10","804.03","824.74"
"IMF.FAD:GDD(2.0.0)","SDN.B1GQ_V_XDC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.01","0.02","0.03","0.04","0.08","0.10","0.18","0.30","0.84","1.73","3.89","10.48","16.14","21.94","27.06","33.77","40.66","47.76","55.73","68.72","85.71","98.29","119.84","135.51","134.21","170.99","209.07","225.80","314.08","440.70","506.35","743.95","886.33","1362.49","2014.63","5126.17","14667.29","18835.92","26063.75","55832.25"
"IMF.FAD:GDD(2.0.0)","THA.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Thailand","Debt instruments, Central government, Percent of GDP","Annual","Units","6.55","6.89","8.16","12.83","16.52","13.30","12.74","12.57","14.99","15.25","14.26","12.88","13.41","12.58","13.33","14.82","14.40","15.03","15.53","17.70","18.53","21.55","26.77","21.17","16.32","15.76","21.98","22.39","22.77","23.69","22.15","24.37","27.11","28.92","30.65","36.76","40.14","38.77","30.33","23.72","17.80","12.97","10.49","8.19","5.69","4.61","3.67","4.64","10.67","20.01","21.96","24.58","30.07","27.05","24.40","24.39","23.26","22.60","21.99","26.80","27.78","27.32","28.46","29.63","29.89","32.09","30.56","32.46","33.90","34.00","45.05","52.74","53.53","54.17","56.57"
"IMF.FAD:GDD(2.0.0)","AFG.B1GQ_V_XDC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","77.91","81.57","74.15","76.62","92.77","104.39","113.11","128.92","145.03","158.78","160.93","169.59","173.59","172.45","170.48","168.52","168.04","150.98","137.32","161.49","180.11","172.17","174.30","143.93","","","","","","","","","178.76","220.01","246.21","304.93","345.82","427.50","517.51","607.23","711.76","836.22","1033.59","1116.83","1183.04","1226.57","1222.92","1285.46","1327.69","1469.60","1547.29","1251.17","1283.44","1350.91",""
"IMF.FAD:GDD(2.0.0)","SYR.B1GQ_V_XDC.A","OBS_VALUE","Syrian Arab Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","3.24","3.57","4.32","4.44","5.14","5.07","5.20","5.73","5.66","6.74","6.61","7.69","9.42","10.97","15.09","20.38","24.73","27.26","32.69","38.97","51.27","65.78","68.79","73.29","75.34","83.23","99.93","127.71","186.05","208.89","268.33","311.56","371.63","413.76","506.10","570.98","690.86","745.57","790.44","819.09","947.13","1010.15","1118.11","1074.16","1266.89","1506.44","1726.40","2020.84","2448.06","2520.71","2791.78","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","VCT.B1GQ_V_XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.05","0.06","0.07","0.07","0.08","0.09","0.10","0.13","0.14","0.18","0.21","0.24","0.30","0.33","0.36","0.39","0.42","0.47","0.51","0.58","0.63","0.70","0.74","0.81","0.83","0.84","0.92","0.97","1.01","1.09","1.14","1.15","1.25","1.32","1.37","1.48","1.56","1.74","1.93","1.97","1.93","1.94","1.93","1.96","2.07","2.08","2.12","2.20","2.28","2.39","2.46","2.33","2.40","2.62","2.89","3.14"
"IMF.FAD:GDD(2.0.0)","SDN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Sudan","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495.20","285.89","386.47","239.02","220.88","167.67","179.66","160.49","143.25","125.59","121.72","117.35","97.80","75.48","63.71","53.69","55.76","70.99","74.57","78.11","117.67","105.75","84.43","93.20","109.93","149.54","209.81","216.50","278.33","189.64","186.78","259.65","271.98"
"IMF.FAD:GDD(2.0.0)","SWE.B1GQ_V_XDC.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","35.68","43.95","47.79","49.43","52.36","56.29","61.16","65.34","69.02","73.55","80.04","87.07","94.43","102.21","113.99","125.43","136.44","148.10","157.16","170.67","191.12","206.65","226.11","251.62","284.23","333.79","377.52","410.61","457.70","513.03","590.33","645.11","706.19","791.93","890.28","968.74","1059.75","1147.22","1254.17","1388.89","1529.39","1636.62","1639.92","1655.12","1764.66","1904.97","1957.83","2048.08","2153.55","2266.55","2408.79","2504.80","2603.44","2701.42","2826.00","2927.14","3117.51","3312.15","3391.89","3324.15","3551.53","3704.84","3724.51","3804.99","3963.68","4231.75","4402.73","4582.91","4792.29","5033.44","5020.98","5464.88","5865.21","6212.14","6447.50"
"IMF.FAD:GDD(2.0.0)","KNA.B1GQ_V_XDC.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.04","0.04","0.05","0.07","0.08","0.10","0.11","0.13","0.16","0.19","0.21","0.21","0.24","0.27","0.32","0.37","0.44","0.48","0.55","0.54","0.60","0.66","0.73","0.79","0.84","0.95","0.99","1.05","1.14","1.24","1.30","1.27","1.37","1.48","1.74","1.86","2.10","2.09","2.10","2.26","2.23","2.36","2.57","2.58","2.72","2.86","2.91","2.99","2.39","2.32","2.65","2.85","3.02"
"IMF.FAD:GDD(2.0.0)","TGO.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Togo","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","9.20","9.59","7.84","10.30","17.20","18.47","25.21","33.98","51.41","60.10","52.74","56.82","62.09","66.39","62.14","68.60","56.37","56.58","51.34","46.34","44.73","46.87","45.03","58.30","78.96","64.82","60.40","54.38","62.82","59.90","66.49","68.49","54.84","49.98","48.70","63.08","67.74","70.50","67.31","57.65","33.45","33.81","34.34","41.07","44.93","52.38","59.91","57.11","58.02","54.93","62.21","64.86","67.41","67.96","70.62"
"IMF.FAD:GDD(2.0.0)","TWN.B1GQ_V_XDC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","13.69","19.18","25.57","28.11","33.49","38.49","45.02","50.51","58.31","70.38","78.96","87.05","98.51","115.09","127.41","142.41","164.70","192.08","219.73","253.35","293.76","342.62","418.35","559.94","601.62","721.34","845.37","1011.16","1219.18","1522.11","1804.43","1938.02","2169.45","2418.24","2535.06","2965.45","3344.94","3615.66","4032.46","4474.29","5018.02","5609.36","6200.15","6779.40","7391.06","8031.31","8705.15","9366.34","9804.50","10328.55","10119.43","10630.91","10924.03","11596.24","12036.68","12572.59","13363.92","13115.10","12919.45","14060.35","14262.20","14677.77","15270.73","16258.05","17055.08","17555.27","18012.39","18420.04","18974.10","20023.75","21773.29","22820.43","23596.73","25125.24"
"IMF.FAD:GDD(2.0.0)","LKA.B1GQ_V_XDC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","6.18","7.12","6.48","6.76","7.36","8.27","7.35","7.51","7.77","8.32","8.72","8.95","9.15","11.42","12.51","12.85","13.48","14.62","16.15","18.76","23.01","23.61","27.06","30.72","35.88","40.09","42.37","44.54","52.20","64.10","85.87","104.00","121.42","148.78","188.11","198.67","219.59","240.69","271.59","308.19","393.70","455.56","520.33","611.22","708.51","817.02","939.80","1089.25","1245.51","1353.15","1538.72","1721.95","1935.44","2155.98","2473.47","2901.65","3476.46","4233.60","5217.85","5720.16","6629.67","7491.16","8989.30","9938.39","10775.31","11566.99","12812.97","14387.32","15351.93","15910.98","15646.25","17612.37","24063.16","27419.80","29898.57"
"IMF.FAD:GDD(2.0.0)","SWZ.B1GQ_V_XDC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.05","0.06","0.06","0.07","0.08","0.09","0.10","0.10","0.11","0.12","0.13","0.14","0.15","0.18","0.23","0.27","0.30","0.37","0.46","0.53","0.59","0.70","0.78","0.82","0.93","1.11","1.45","1.69","2.24","2.64","3.20","3.55","4.06","4.89","5.76","7.01","7.86","9.02","9.94","10.78","12.06","13.28","15.10","16.62","17.89","20.21","22.29","24.44","27.21","30.34","32.50","35.00","40.12","44.39","48.00","51.79","56.13","58.69","61.79","64.96","65.59","71.71","78.39","89.66","95.30"
"IMF.FAD:GDD(2.0.0)","ZAF.B1GQ_V_XDC.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","3.55","3.86","4.14","4.70","5.06","5.34","5.75","6.08","6.27","6.64","7.11","7.48","7.97","8.66","9.51","10.48","11.34","12.59","13.38","14.60","16.01","17.79","19.33","22.00","26.30","30.53","34.46","38.31","44.15","52.83","69.64","81.74","93.28","107.18","125.21","143.66","167.62","196.55","236.39","283.39","326.13","373.34","419.12","480.99","545.09","622.90","701.80","778.65","845.73","925.69","1053.14","1165.94","1360.68","1490.40","1652.43","1837.00","2057.59","2346.65","2611.63","2794.23","3055.61","3327.05","3566.39","3868.63","4133.87","4420.79","4759.56","5078.19","5363.19","5625.21","5562.76","6220.15","6655.52","7023.99","7336.24"
